,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,53400280,219.0,53400061,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53400280,,53400280,,Splice Junction ,1
1,Intron in a ncRNA,53402379,2099.0,53400280,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53402380,,53402379,,Splice Junction ,2
2,Exon in a ncRNA,53402427,47.0,53402380,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53402427,,53402427,,Splice Junction ,3
3,Intron in a ncRNA,53410255,7828.0,53402427,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53410256,,53410255,,Splice Junction ,4
4,Exon in a ncRNA,53410394,138.0,53410256,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53410394,,53410394,,Splice Junction ,5
5,Intron in a ncRNA,53412580,2186.0,53410394,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53412581,,53412580,,Splice Junction ,6
6,Exon in a ncRNA,53412790,209.0,53412581,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53412790,,53412790,,Splice Junction ,7
7,Intron in a ncRNA,53413692,902.0,53412790,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53413693,,53413692,,Splice Junction ,8
8,Exon in a ncRNA,53413810,117.0,53413693,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53413810,,53413810,,Splice Junction ,9
9,Intron in a ncRNA,53415498,1688.0,53413810,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53415499,,53415498,,Splice Junction ,10
10,Exon in a ncRNA,53415644,145.0,53415499,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53415644,,53415644,,Splice Junction ,11
11,Intron in a ncRNA,53416036,392.0,53415644,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53416037,,53416036,,Splice Junction ,12
12,Exon in a ncRNA,53416150,113.0,53416037,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53416150,,53416150,,Splice Junction ,13
13,Intron in a ncRNA,53416275,125.0,53416150,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53416276,,53416275,,Splice Junction ,14
14,Exon in a ncRNA,53416411,135.0,53416276,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,53416411,,53416411,,Splice Junction ,15
15,Intron in a ncRNA,53421564,5153.0,53416411,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,53421565,,53421564,,Splice Junction ,16
16,Exon in a ncRNA,53421703,138.0,53421565,9.0,Exon,9
