,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,10998549,102.0,10998447,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,10998549,,10998549,,Splice Junction ,1
1,Intron in a ncRNA,10999642,1093.0,10998549,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,10999643,,10999642,,Splice Junction ,2
2,Exon in a ncRNA,10999966,323.0,10999643,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,10999966,,10999966,,Splice Junction ,3
3,Intron in a ncRNA,11000969,1003.0,10999966,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,11000970,,11000969,,Splice Junction ,4
4,Exon in a ncRNA,11001006,36.0,11000970,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,11001006,,11001006,,Splice Junction ,5
5,Intron in a ncRNA,11187379,186373.0,11001006,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,11187380,,11187379,,Splice Junction ,6
6,Exon in a ncRNA,11187484,104.0,11187380,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,11187484,,11187484,,Splice Junction ,7
7,Intron in a ncRNA,11199617,12133.0,11187484,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,11199618,,11199617,,Splice Junction ,8
8,Exon in a ncRNA,11199787,169.0,11199618,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,11199787,,11199787,,Splice Junction ,9
9,Intron in a ncRNA,11324019,124232.0,11199787,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,11324020,,11324019,,Splice Junction ,10
10,Exon in a ncRNA,11324224,204.0,11324020,6.0,Exon,6
