,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,38739930,72.0,38739858,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38739930,,38739930,,Splice Junction ,1
1,Intron in a ncRNA,38787790,47860.0,38739930,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38787791,,38787790,,Splice Junction ,2
2,Exon in a ncRNA,38787867,76.0,38787791,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38787867,,38787867,,Splice Junction ,3
3,Intron in a ncRNA,38792599,4732.0,38787867,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38792600,,38792599,,Splice Junction ,4
4,Exon in a ncRNA,38792686,86.0,38792600,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,38792686,,38792686,,Splice Junction ,5
5,Intron in a ncRNA,38844984,52298.0,38792686,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,38844985,,38844984,,Splice Junction ,6
6,Exon in a ncRNA,38845182,197.0,38844985,4.0,Exon,4
