,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,46482040,164.0,46481876,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46482040,,46482040,,Splice Junction ,1
1,Intron in a ncRNA,46493804,11764.0,46482040,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46493805,,46493804,,Splice Junction ,2
2,Exon in a ncRNA,46493890,85.0,46493805,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46493890,,46493890,,Splice Junction ,3
3,Intron in a ncRNA,46494372,482.0,46493890,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46494373,,46494372,,Splice Junction ,4
4,Exon in a ncRNA,46494438,65.0,46494373,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46494438,,46494438,,Splice Junction ,5
5,Intron in a ncRNA,46499070,4632.0,46494438,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46499071,,46499070,,Splice Junction ,6
6,Exon in a ncRNA,46499129,58.0,46499071,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46499129,,46499129,,Splice Junction ,7
7,Intron in a ncRNA,46505145,6016.0,46499129,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46505146,,46505145,,Splice Junction ,8
8,Exon in a ncRNA,46505233,87.0,46505146,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,46505233,,46505233,,Splice Junction ,9
9,Intron in a ncRNA,46505549,316.0,46505233,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,46505550,,46505549,,Splice Junction ,10
10,Exon in a ncRNA,46509808,4258.0,46505550,6.0,Exon,6
