,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,66236,G3002.1,66222,20,MiSeqSFPQc.csv
1,66679,G3003.1,66658,52,MiSeqSFPQc.csv
2,97792,G3008.1,97770,230,MiSeqSFPQc.csv
3,143157,G3012.1,143136,42,MiSeqSFPQc.csv
4,149569,G3013.1,149545,41,MiSeqSFPQc.csv
5,181130,G3024.1,181112,57,MiSeqSFPQc.csv
6,185803,G3031.1,185785,35,MiSeqSFPQc.csv
7,191302,G3034.1,191252,80,MiSeqSFPQc.csv
8,194284,G3035.1,194275,19,MiSeqSFPQc.csv
9,194314,G3035.2,194295,54,MiSeqSFPQc.csv
10,195149,G3037.1,195125,104,MiSeqSFPQc.csv
11,195277,G3038.1,195259,25,MiSeqSFPQc.csv
12,197772,G3042.1,197755,45,MiSeqSFPQc.csv
13,199667,G3046.1,199650,29,MiSeqSFPQc.csv
14,200015,G3048.1,199993,65,MiSeqSFPQc.csv
15,200035,G3048.2,200018,61,MiSeqSFPQc.csv
16,202601,G3050.1,202581,127,MiSeqSFPQc.csv
17,202936,G3051.1,202917,39,MiSeqSFPQc.csv
18,203274,G3053.1,203254,56,MiSeqSFPQc.csv
19,203852,G3056.1,203829,19,MiSeqSFPQc.csv
20,206172,G3059.1,206136,76,MiSeqSFPQc.csv
21,50702,G2401.1,50695,22,MiSeqNONOc.csv
22,50745,G2401.2,50723,42,MiSeqNONOc.csv
23,66673,G2402.1,66656,59,MiSeqNONOc.csv
24,69341,G2403.1,69314,41,MiSeqNONOc.csv
25,71268,G2404.1,71248,68,MiSeqNONOc.csv
26,97794,G2407.1,97770,94,MiSeqNONOc.csv
27,151433,G2412.1,151411,36,MiSeqNONOc.csv
28,175794,G2422.1,175782,20,MiSeqNONOc.csv
29,180904,G2430.1,180893,109,MiSeqNONOc.csv
30,182322,G2434.1,182296,139,MiSeqNONOc.csv
31,185476,G2438.1,185439,82,MiSeqNONOc.csv
32,185803,G2439.1,185784,48,MiSeqNONOc.csv
33,191302,G2443.1,191267,83,MiSeqNONOc.csv
34,192174,G2444.1,192150,19,MiSeqNONOc.csv
35,194310,G2446.1,194291,46,MiSeqNONOc.csv
36,195150,G2449.1,195117,150,MiSeqNONOc.csv
37,198284,G2457.1,198267,20,MiSeqNONOc.csv
38,198448,G2458.1,198424,42,MiSeqNONOc.csv
39,198829,G2459.1,198795,87,MiSeqNONOc.csv
40,200005,G2462.1,199992,17,MiSeqNONOc.csv
41,202278,G2466.1,202262,42,MiSeqNONOc.csv
42,202603,G2467.1,202587,30,MiSeqNONOc.csv
43,203249,G2469.1,203226,33,MiSeqNONOc.csv
44,203274,G2469.2,203256,21,MiSeqNONOc.csv
45,204931,G2472.1,204908,72,MiSeqNONOc.csv
46,206149,G2475.1,206126,45,MiSeqNONOc.csv
47,206173,G2475.2,206153,51,MiSeqNONOc.csv
48,206198,G2475.3,206177,55,MiSeqNONOc.csv
