,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,14143991,163.0,14143828,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14143991,,14143991,,Splice Junction ,1
1,Intron in a ncRNA,14270932,126941.0,14143991,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14270933,,14270932,,Splice Junction ,2
2,Exon in a ncRNA,14271008,75.0,14270933,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14271008,,14271008,,Splice Junction ,3
3,Intron in a ncRNA,14280429,9421.0,14271008,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14280430,,14280429,,Splice Junction ,4
4,Exon in a ncRNA,14280545,115.0,14280430,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14280545,,14280545,,Splice Junction ,5
5,Intron in a ncRNA,14286978,6433.0,14280545,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14286979,,14286978,,Splice Junction ,6
6,Exon in a ncRNA,14287172,193.0,14286979,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14287172,,14287172,,Splice Junction ,7
7,Intron in a ncRNA,14290823,3651.0,14287172,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14290824,,14290823,,Splice Junction ,8
8,Exon in a ncRNA,14291337,513.0,14290824,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14291337,,14291337,,Splice Junction ,9
9,Intron in a ncRNA,14293119,1782.0,14291337,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14293120,,14293119,,Splice Junction ,10
10,Exon in a ncRNA,14293243,123.0,14293120,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14293243,,14293243,,Splice Junction ,11
11,Intron in a ncRNA,14297179,3936.0,14293243,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14297180,,14297179,,Splice Junction ,12
12,Exon in a ncRNA,14297372,192.0,14297180,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14297372,,14297372,,Splice Junction ,13
13,Intron in a ncRNA,14304568,7196.0,14297372,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14304569,,14304568,,Splice Junction ,14
14,Exon in a ncRNA,14304701,132.0,14304569,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14304701,,14304701,,Splice Junction ,15
15,Intron in a ncRNA,14316620,11919.0,14304701,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14316621,,14316620,,Splice Junction ,16
16,Exon in a ncRNA,14316852,231.0,14316621,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14316852,,14316852,,Splice Junction ,17
17,Intron in a ncRNA,14330885,14033.0,14316852,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14330886,,14330885,,Splice Junction ,18
18,Exon in a ncRNA,14331009,123.0,14330886,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14331009,,14331009,,Splice Junction ,19
19,Intron in a ncRNA,14336643,5634.0,14331009,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14336644,,14336643,,Splice Junction ,20
20,Exon in a ncRNA,14336836,192.0,14336644,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14336836,,14336836,,Splice Junction ,21
21,Intron in a ncRNA,14358285,21449.0,14336836,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14358286,,14358285,,Splice Junction ,22
22,Exon in a ncRNA,14358456,170.0,14358286,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14358456,,14358456,,Splice Junction ,23
23,Intron in a ncRNA,14359464,1008.0,14358456,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14359465,,14359464,,Splice Junction ,24
24,Exon in a ncRNA,14359640,175.0,14359465,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14359640,,14359640,,Splice Junction ,25
25,Intron in a ncRNA,14363839,4199.0,14359640,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14363840,,14363839,,Splice Junction ,26
26,Exon in a ncRNA,14364036,196.0,14363840,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14364036,,14364036,,Splice Junction ,27
27,Intron in a ncRNA,14364757,721.0,14364036,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14364758,,14364757,,Splice Junction ,28
28,Exon in a ncRNA,14364925,167.0,14364758,15.0,Exon,15
28,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14364925,,14364925,,Splice Junction ,29
29,Intron in a ncRNA,14366967,2042.0,14364925,15.0,Intron,15
29,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14366968,,14366967,,Splice Junction ,30
30,Exon in a ncRNA,14367088,120.0,14366968,16.0,Exon,16
30,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14367088,,14367088,,Splice Junction ,31
31,Intron in a ncRNA,14368815,1727.0,14367088,16.0,Intron,16
31,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14368816,,14368815,,Splice Junction ,32
32,Exon in a ncRNA,14369008,192.0,14368816,17.0,Exon,17
32,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14369008,,14369008,,Splice Junction ,33
33,Intron in a ncRNA,14369481,473.0,14369008,17.0,Intron,17
33,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14369482,,14369481,,Splice Junction ,34
34,Exon in a ncRNA,14369632,150.0,14369482,18.0,Exon,18
34,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14369632,,14369632,,Splice Junction ,35
35,Intron in a ncRNA,14374336,4704.0,14369632,18.0,Intron,18
35,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14374337,,14374336,,Splice Junction ,36
36,Exon in a ncRNA,14374452,115.0,14374337,19.0,Exon,19
36,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14374452,,14374452,,Splice Junction ,37
37,Intron in a ncRNA,14378119,3667.0,14374452,19.0,Intron,19
37,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14378120,,14378119,,Splice Junction ,38
38,Exon in a ncRNA,14378236,116.0,14378120,20.0,Exon,20
38,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14378236,,14378236,,Splice Junction ,39
39,Intron in a ncRNA,14381237,3001.0,14378236,20.0,Intron,20
39,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14381238,,14381237,,Splice Junction ,40
40,Exon in a ncRNA,14381361,123.0,14381238,21.0,Exon,21
40,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14381361,,14381361,,Splice Junction ,41
41,Intron in a ncRNA,14387545,6184.0,14381361,21.0,Intron,21
41,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14387546,,14387545,,Splice Junction ,42
42,Exon in a ncRNA,14387741,195.0,14387546,22.0,Exon,22
42,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14387741,,14387741,,Splice Junction ,43
43,Intron in a ncRNA,14387839,98.0,14387741,22.0,Intron,22
43,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14387840,,14387839,,Splice Junction ,44
44,Exon in a ncRNA,14387956,116.0,14387840,23.0,Exon,23
44,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14387956,,14387956,,Splice Junction ,45
45,Intron in a ncRNA,14388720,764.0,14387956,23.0,Intron,23
45,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14388721,,14388720,,Splice Junction ,46
46,Exon in a ncRNA,14388788,67.0,14388721,24.0,Exon,24
46,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14388788,,14388788,,Splice Junction ,47
47,Intron in a ncRNA,14389396,608.0,14388788,24.0,Intron,24
47,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14389397,,14389396,,Splice Junction ,48
48,Exon in a ncRNA,14389507,110.0,14389397,25.0,Exon,25
48,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14389507,,14389507,,Splice Junction ,49
49,Intron in a ncRNA,14390338,831.0,14389507,25.0,Intron,25
49,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14390339,,14390338,,Splice Junction ,50
50,Exon in a ncRNA,14390409,70.0,14390339,26.0,Exon,26
50,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14390409,,14390409,,Splice Junction ,51
51,Intron in a ncRNA,14391008,599.0,14390409,26.0,Intron,26
51,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14391009,,14391008,,Splice Junction ,52
52,Exon in a ncRNA,14391099,90.0,14391009,27.0,Exon,27
52,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14391099,,14391099,,Splice Junction ,53
53,Intron in a ncRNA,14394145,3046.0,14391099,27.0,Intron,27
53,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14394146,,14394145,,Splice Junction ,54
54,Exon in a ncRNA,14394239,93.0,14394146,28.0,Exon,28
54,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14394239,,14394239,,Splice Junction ,55
55,Intron in a ncRNA,14397150,2911.0,14394239,28.0,Intron,28
55,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14397151,,14397150,,Splice Junction ,56
56,Exon in a ncRNA,14397263,112.0,14397151,29.0,Exon,29
56,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14397263,,14397263,,Splice Junction ,57
57,Intron in a ncRNA,14398987,1724.0,14397263,29.0,Intron,29
57,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14398988,,14398987,,Splice Junction ,58
58,Exon in a ncRNA,14399179,191.0,14398988,30.0,Exon,30
58,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14399179,,14399179,,Splice Junction ,59
59,Intron in a ncRNA,14401070,1891.0,14399179,30.0,Intron,30
59,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14401071,,14401070,,Splice Junction ,60
60,Exon in a ncRNA,14401173,102.0,14401071,31.0,Exon,31
60,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14401173,,14401173,,Splice Junction ,61
61,Intron in a ncRNA,14405955,4782.0,14401173,31.0,Intron,31
61,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14405956,,14405955,,Splice Junction ,62
62,Exon in a ncRNA,14406099,143.0,14405956,32.0,Exon,32
62,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14406099,,14406099,,Splice Junction ,63
63,Intron in a ncRNA,14406680,581.0,14406099,32.0,Intron,32
63,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14406681,,14406680,,Splice Junction ,64
64,Exon in a ncRNA,14406781,100.0,14406681,33.0,Exon,33
64,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14406781,,14406781,,Splice Junction ,65
65,Intron in a ncRNA,14419885,13104.0,14406781,33.0,Intron,33
65,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14419886,,14419885,,Splice Junction ,66
66,Exon in a ncRNA,14420130,244.0,14419886,34.0,Exon,34
66,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14420130,,14420130,,Splice Junction ,67
67,Intron in a ncRNA,14461126,40996.0,14420130,34.0,Intron,34
67,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14461127,,14461126,,Splice Junction ,68
68,Exon in a ncRNA,14461420,293.0,14461127,35.0,Exon,35
68,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14461420,,14461420,,Splice Junction ,69
69,Intron in a ncRNA,14462862,1442.0,14461420,35.0,Intron,35
69,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14462863,,14462862,,Splice Junction ,70
70,Exon in a ncRNA,14463034,171.0,14462863,36.0,Exon,36
70,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14463034,,14463034,,Splice Junction ,71
71,Intron in a ncRNA,14465652,2618.0,14463034,36.0,Intron,36
71,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14465653,,14465652,,Splice Junction ,72
72,Exon in a ncRNA,14465749,96.0,14465653,37.0,Exon,37
72,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14465749,,14465749,,Splice Junction ,73
73,Intron in a ncRNA,14471425,5676.0,14465749,37.0,Intron,37
73,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14471426,,14471425,,Splice Junction ,74
74,Exon in a ncRNA,14471575,149.0,14471426,38.0,Exon,38
74,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14471575,,14471575,,Splice Junction ,75
75,Intron in a ncRNA,14472699,1124.0,14471575,38.0,Intron,38
75,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14472700,,14472699,,Splice Junction ,76
76,Exon in a ncRNA,14472767,67.0,14472700,39.0,Exon,39
76,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14472767,,14472767,,Splice Junction ,77
77,Intron in a ncRNA,14474101,1334.0,14472767,39.0,Intron,39
77,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14474102,,14474101,,Splice Junction ,78
78,Exon in a ncRNA,14474206,104.0,14474102,40.0,Exon,40
78,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14474206,,14474206,,Splice Junction ,79
79,Intron in a ncRNA,14477001,2795.0,14474206,40.0,Intron,40
79,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14477002,,14477001,,Splice Junction ,80
80,Exon in a ncRNA,14477072,70.0,14477002,41.0,Exon,41
80,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14477072,,14477072,,Splice Junction ,81
81,Intron in a ncRNA,14479368,2296.0,14477072,41.0,Intron,41
81,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14479369,,14479368,,Splice Junction ,82
82,Exon in a ncRNA,14479459,90.0,14479369,42.0,Exon,42
82,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14479459,,14479459,,Splice Junction ,83
83,Intron in a ncRNA,14480026,567.0,14479459,42.0,Intron,42
83,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14480027,,14480026,,Splice Junction ,84
84,Exon in a ncRNA,14480120,93.0,14480027,43.0,Exon,43
84,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14480120,,14480120,,Splice Junction ,85
85,Intron in a ncRNA,14481341,1221.0,14480120,43.0,Intron,43
85,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14481342,,14481341,,Splice Junction ,86
86,Exon in a ncRNA,14481393,51.0,14481342,44.0,Exon,44
86,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14481393,,14481393,,Splice Junction ,87
87,Intron in a ncRNA,14481648,255.0,14481393,44.0,Intron,44
87,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14481649,,14481648,,Splice Junction ,88
88,Exon in a ncRNA,14481727,78.0,14481649,45.0,Exon,45
88,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14481727,,14481727,,Splice Junction ,89
89,Intron in a ncRNA,14482689,962.0,14481727,45.0,Intron,45
89,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14482690,,14482689,,Splice Junction ,90
90,Exon in a ncRNA,14482882,192.0,14482690,46.0,Exon,46
90,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14482882,,14482882,,Splice Junction ,91
91,Intron in a ncRNA,14485176,2294.0,14482882,46.0,Intron,46
91,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14485177,,14485176,,Splice Junction ,92
92,Exon in a ncRNA,14485355,178.0,14485177,47.0,Exon,47
92,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14485355,,14485355,,Splice Junction ,93
93,Intron in a ncRNA,14487571,2216.0,14485355,47.0,Intron,47
93,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14487572,,14487571,,Splice Junction ,94
94,Exon in a ncRNA,14487839,267.0,14487572,48.0,Exon,48
94,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14487839,,14487839,,Splice Junction ,95
95,Intron in a ncRNA,14492674,4835.0,14487839,48.0,Intron,48
95,Splice Junction Intron in a ncRNA to Exon in a ncRNA,14492675,,14492674,,Splice Junction ,96
96,Exon in a ncRNA,14492923,248.0,14492675,49.0,Exon,49
96,Splice Junction Exon in a ncRNA to Intron in a ncRNA,14492923,,14492923,,Splice Junction ,97
97,Intron in a ncRNA,14496986,4063.0,14492923,49.0,Intron,49
