,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,35160917,501.0,35160416,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,35160917,,35160917,,Splice Junction ,1
1,Intron in a ncRNA,35198120,37203.0,35160917,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,35198121,,35198120,,Splice Junction ,2
2,Exon in a ncRNA,35198287,166.0,35198121,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,35198287,,35198287,,Splice Junction ,3
3,Intron in a ncRNA,35208377,10090.0,35198287,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,35208378,,35208377,,Splice Junction ,4
4,Exon in a ncRNA,35208447,69.0,35208378,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,35208447,,35208447,,Splice Junction ,5
5,Intron in a ncRNA,35211380,2933.0,35208447,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,35211381,,35211380,,Splice Junction ,6
6,Exon in a ncRNA,35211612,231.0,35211381,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,35211612,,35211612,,Splice Junction ,7
7,Intron in a ncRNA,35236397,24785.0,35211612,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,35236398,,35236397,,Splice Junction ,8
8,Exon in a ncRNA,35236461,63.0,35236398,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,35236461,,35236461,,Splice Junction ,9
9,Intron in a ncRNA,35240861,4400.0,35236461,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,35240862,,35240861,,Splice Junction ,10
10,Exon in a ncRNA,35240934,72.0,35240862,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,35240934,,35240934,,Splice Junction ,11
11,Intron in a ncRNA,35243199,2265.0,35240934,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,35243200,,35243199,,Splice Junction ,12
12,Exon in a ncRNA,35243279,79.0,35243200,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,35243279,,35243279,,Splice Junction ,13
13,Intron in a ncRNA,35250674,7395.0,35243279,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,35250675,,35250674,,Splice Junction ,14
14,Exon in a ncRNA,35253949,3274.0,35250675,8.0,Exon,8
