,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,19110451,1190.0,19109261,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,19110451,,19110451,,Splice Junction ,1
1,Intron in a ncRNA,19112432,1981.0,19110451,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,19112433,,19112432,,Splice Junction ,2
2,Exon in a ncRNA,19112621,188.0,19112433,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,19112621,,19112621,,Splice Junction ,3
3,Intron in a ncRNA,19116001,3380.0,19112621,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,19116002,,19116001,,Splice Junction ,4
4,Exon in a ncRNA,19116146,144.0,19116002,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,19116146,,19116146,,Splice Junction ,5
5,Intron in a ncRNA,19119879,3733.0,19116146,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,19119880,,19119879,,Splice Junction ,6
6,Exon in a ncRNA,19119970,90.0,19119880,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,19119970,,19119970,,Splice Junction ,7
7,Intron in a ncRNA,19120536,566.0,19119970,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,19120537,,19120536,,Splice Junction ,8
8,Exon in a ncRNA,19120661,124.0,19120537,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,19120661,,19120661,,Splice Junction ,9
9,Intron in a ncRNA,19140818,20157.0,19120661,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,19140819,,19140818,,Splice Junction ,10
10,Exon in a ncRNA,19140951,132.0,19140819,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,19140951,,19140951,,Splice Junction ,11
11,Intron in a ncRNA,19144162,3211.0,19140951,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,19144163,,19144162,,Splice Junction ,12
12,Exon in a ncRNA,19144278,115.0,19144163,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,19144278,,19144278,,Splice Junction ,13
13,Intron in a ncRNA,19146105,1827.0,19144278,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,19146106,,19146105,,Splice Junction ,14
14,Exon in a ncRNA,19146167,61.0,19146106,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,19146167,,19146167,,Splice Junction ,15
15,Intron in a ncRNA,19147939,1772.0,19146167,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,19147940,,19147939,,Splice Junction ,16
16,Exon in a ncRNA,19148055,115.0,19147940,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,19148055,,19148055,,Splice Junction ,17
17,Intron in a ncRNA,19153273,5218.0,19148055,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,19153274,,19153273,,Splice Junction ,18
18,Exon in a ncRNA,19155391,2117.0,19153274,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,19155391,,19155391,,Splice Junction ,19
19,Intron in a ncRNA,19155631,240.0,19155391,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,19155632,,19155631,,Splice Junction ,20
20,Exon in a ncRNA,19155738,106.0,19155632,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,19155738,,19155738,,Splice Junction ,21
21,Intron in a ncRNA,19164269,8531.0,19155738,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,19164270,,19164269,,Splice Junction ,22
22,Exon in a ncRNA,19164401,131.0,19164270,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,19164401,,19164401,,Splice Junction ,23
23,Intron in a ncRNA,19180582,16181.0,19164401,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,19180583,,19180582,,Splice Junction ,24
24,Exon in a ncRNA,19180693,110.0,19180583,13.0,Exon,13
