,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,75070393,162.0,75070231,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,75070393,,75070393,,Splice Junction ,1
1,Intron in a ncRNA,75070708,315.0,75070393,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,75070709,,75070708,,Splice Junction ,2
2,Exon in a ncRNA,75070925,216.0,75070709,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,75070925,,75070925,,Splice Junction ,3
3,Intron in a ncRNA,75103968,33043.0,75070925,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,75103969,,75103968,,Splice Junction ,4
4,Exon in a ncRNA,75104148,179.0,75103969,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,75104148,,75104148,,Splice Junction ,5
5,Intron in a ncRNA,75104326,178.0,75104148,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,75104327,,75104326,,Splice Junction ,6
6,Exon in a ncRNA,75104454,127.0,75104327,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,75104454,,75104454,,Splice Junction ,7
7,Intron in a ncRNA,75113473,9019.0,75104454,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,75113474,,75113473,,Splice Junction ,8
8,Exon in a ncRNA,75113596,122.0,75113474,5.0,Exon,5
