,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,109733412,1536.0,109731876,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,109733412,,109733412,,Splice Junction ,1
1,Intron in a ncRNA,109733858,446.0,109733412,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,109733859,,109733858,,Splice Junction ,2
2,Exon in a ncRNA,109735085,1226.0,109733859,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,109735085,,109735085,,Splice Junction ,3
3,Intron in a ncRNA,109738551,3466.0,109735085,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,109738552,,109738551,,Splice Junction ,4
4,Exon in a ncRNA,109738591,39.0,109738552,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,109738591,,109738591,,Splice Junction ,5
5,Intron in a ncRNA,109740966,2375.0,109738591,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,109740967,,109740966,,Splice Junction ,6
6,Exon in a ncRNA,109741054,87.0,109740967,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,109741054,,109741054,,Splice Junction ,7
7,Intron in a ncRNA,109745328,4274.0,109741054,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,109745329,,109745328,,Splice Junction ,8
8,Exon in a ncRNA,109745383,54.0,109745329,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,109745383,,109745383,,Splice Junction ,9
9,Intron in a ncRNA,109746350,967.0,109745383,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,109746351,,109746350,,Splice Junction ,10
10,Exon in a ncRNA,109746378,27.0,109746351,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,109746378,,109746378,,Splice Junction ,11
11,Intron in a ncRNA,109748289,1911.0,109746378,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,109748290,,109748289,,Splice Junction ,12
12,Exon in a ncRNA,109748344,54.0,109748290,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,109748344,,109748344,,Splice Junction ,13
13,Intron in a ncRNA,109753534,5190.0,109748344,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,109753535,,109753534,,Splice Junction ,14
14,Exon in a ncRNA,109753589,54.0,109753535,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,109753589,,109753589,,Splice Junction ,15
15,Intron in a ncRNA,109755509,1920.0,109753589,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,109755510,,109755509,,Splice Junction ,16
16,Exon in a ncRNA,109755546,36.0,109755510,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,109755546,,109755546,,Splice Junction ,17
17,Intron in a ncRNA,109762849,7303.0,109755546,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,109762850,,109762849,,Splice Junction ,18
18,Exon in a ncRNA,109762877,27.0,109762850,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,109762877,,109762877,,Splice Junction ,19
19,Intron in a ncRNA,109765673,2796.0,109762877,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,109765674,,109765673,,Splice Junction ,20
20,Exon in a ncRNA,109765725,51.0,109765674,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,109765725,,109765725,,Splice Junction ,21
21,Intron in a ncRNA,109766343,618.0,109765725,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,109766344,,109766343,,Splice Junction ,22
22,Exon in a ncRNA,109766407,63.0,109766344,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,109766407,,109766407,,Splice Junction ,23
23,Intron in a ncRNA,109767337,930.0,109766407,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,109767338,,109767337,,Splice Junction ,24
24,Exon in a ncRNA,109767375,37.0,109767338,13.0,Exon,13
