,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,151187185,371.0,151186814,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151187185,,151187185,,Splice Junction ,1
1,Intron in a ncRNA,151197224,10039.0,151187185,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151197225,,151197224,,Splice Junction ,2
2,Exon in a ncRNA,151197310,85.0,151197225,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151197310,,151197310,,Splice Junction ,3
3,Intron in a ncRNA,151198768,1458.0,151197310,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151198769,,151198768,,Splice Junction ,4
4,Exon in a ncRNA,151198820,51.0,151198769,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151198820,,151198820,,Splice Junction ,5
5,Intron in a ncRNA,151198907,87.0,151198820,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151198908,,151198907,,Splice Junction ,6
6,Exon in a ncRNA,151198962,54.0,151198908,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151198962,,151198962,,Splice Junction ,7
7,Intron in a ncRNA,151203896,4934.0,151198962,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151203897,,151203896,,Splice Junction ,8
8,Exon in a ncRNA,151204022,125.0,151203897,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151204022,,151204022,,Splice Junction ,9
9,Intron in a ncRNA,151206768,2746.0,151204022,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151206769,,151206768,,Splice Junction ,10
10,Exon in a ncRNA,151206870,101.0,151206769,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151206870,,151206870,,Splice Junction ,11
11,Intron in a ncRNA,151208979,2109.0,151206870,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151208980,,151208979,,Splice Junction ,12
12,Exon in a ncRNA,151209117,137.0,151208980,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151209117,,151209117,,Splice Junction ,13
13,Intron in a ncRNA,151226784,17667.0,151209117,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151226785,,151226784,,Splice Junction ,14
14,Exon in a ncRNA,151226897,112.0,151226785,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151226897,,151226897,,Splice Junction ,15
15,Intron in a ncRNA,151239711,12814.0,151226897,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151239712,,151239711,,Splice Junction ,16
16,Exon in a ncRNA,151239804,92.0,151239712,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151239804,,151239804,,Splice Junction ,17
17,Intron in a ncRNA,151243339,3535.0,151239804,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151243340,,151243339,,Splice Junction ,18
18,Exon in a ncRNA,151243438,98.0,151243340,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151243438,,151243438,,Splice Junction ,19
19,Intron in a ncRNA,151247256,3818.0,151243438,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151247257,,151247256,,Splice Junction ,20
20,Exon in a ncRNA,151247431,174.0,151247257,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151247431,,151247431,,Splice Junction ,21
21,Intron in a ncRNA,151257938,10507.0,151247431,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151257939,,151257938,,Splice Junction ,22
22,Exon in a ncRNA,151258076,137.0,151257939,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151258076,,151258076,,Splice Junction ,23
23,Intron in a ncRNA,151259833,1757.0,151258076,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151259834,,151259833,,Splice Junction ,24
24,Exon in a ncRNA,151259881,47.0,151259834,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151259881,,151259881,,Splice Junction ,25
25,Intron in a ncRNA,151265620,5739.0,151259881,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151265621,,151265620,,Splice Junction ,26
26,Exon in a ncRNA,151265729,108.0,151265621,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151265729,,151265729,,Splice Junction ,27
27,Intron in a ncRNA,151266601,872.0,151265729,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151266602,,151266601,,Splice Junction ,28
28,Exon in a ncRNA,151266677,75.0,151266602,15.0,Exon,15
28,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151266677,,151266677,,Splice Junction ,29
29,Intron in a ncRNA,151270165,3488.0,151266677,15.0,Intron,15
29,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151270166,,151270165,,Splice Junction ,30
30,Exon in a ncRNA,151270269,103.0,151270166,16.0,Exon,16
30,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151270269,,151270269,,Splice Junction ,31
31,Intron in a ncRNA,151277129,6860.0,151270269,16.0,Intron,16
31,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151277130,,151277129,,Splice Junction ,32
32,Exon in a ncRNA,151277207,77.0,151277130,17.0,Exon,17
32,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151277207,,151277207,,Splice Junction ,33
33,Intron in a ncRNA,151281409,4202.0,151277207,17.0,Intron,17
33,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151281410,,151281409,,Splice Junction ,34
34,Exon in a ncRNA,151281551,141.0,151281410,18.0,Exon,18
34,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151281551,,151281551,,Splice Junction ,35
35,Intron in a ncRNA,151286103,4552.0,151281551,18.0,Intron,18
35,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151286104,,151286103,,Splice Junction ,36
36,Exon in a ncRNA,151286173,69.0,151286104,19.0,Exon,19
36,Splice Junction Exon in a ncRNA to Intron in a ncRNA,151286173,,151286173,,Splice Junction ,37
37,Intron in a ncRNA,151293081,6908.0,151286173,19.0,Intron,19
37,Splice Junction Intron in a ncRNA to Exon in a ncRNA,151293082,,151293081,,Splice Junction ,38
38,Exon in a ncRNA,151293194,112.0,151293082,20.0,Exon,20
