,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,83602761,576.0,83602185,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83602761,,83602761,,Splice Junction ,1
1,Intron in a ncRNA,83667029,64268.0,83602761,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83667030,,83667029,,Splice Junction ,2
2,Exon in a ncRNA,83667169,139.0,83667030,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83667169,,83667169,,Splice Junction ,3
3,Intron in a ncRNA,83728690,61521.0,83667169,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83728691,,83728690,,Splice Junction ,4
4,Exon in a ncRNA,83728855,164.0,83728691,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83728855,,83728855,,Splice Junction ,5
5,Intron in a ncRNA,83732196,3341.0,83728855,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83732197,,83732196,,Splice Junction ,6
6,Exon in a ncRNA,83732280,83.0,83732197,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83732280,,83732280,,Splice Junction ,7
7,Intron in a ncRNA,83733686,1406.0,83732280,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83733687,,83733686,,Splice Junction ,8
8,Exon in a ncRNA,83733757,70.0,83733687,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83733757,,83733757,,Splice Junction ,9
9,Intron in a ncRNA,83748133,14376.0,83733757,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83748134,,83748133,,Splice Junction ,10
10,Exon in a ncRNA,83748204,70.0,83748134,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83748204,,83748204,,Splice Junction ,11
11,Intron in a ncRNA,83754145,5941.0,83748204,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83754146,,83754145,,Splice Junction ,12
12,Exon in a ncRNA,83754378,232.0,83754146,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83754378,,83754378,,Splice Junction ,13
13,Intron in a ncRNA,83763865,9487.0,83754378,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83763866,,83763865,,Splice Junction ,14
14,Exon in a ncRNA,83763957,91.0,83763866,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83763957,,83763957,,Splice Junction ,15
15,Intron in a ncRNA,83767543,3586.0,83763957,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83767544,,83767543,,Splice Junction ,16
16,Exon in a ncRNA,83767741,197.0,83767544,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83767741,,83767741,,Splice Junction ,17
17,Intron in a ncRNA,83775359,7618.0,83767741,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83775360,,83775359,,Splice Junction ,18
18,Exon in a ncRNA,83775545,185.0,83775360,10.0,Exon,10
