,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,132905801,638.0,132905163,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132905801,,132905801,,Splice Junction ,1
1,Intron in a ncRNA,132908483,2682.0,132905801,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132908484,,132908483,,Splice Junction ,2
2,Exon in a ncRNA,132908549,65.0,132908484,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132908549,,132908549,,Splice Junction ,3
3,Intron in a ncRNA,132912233,3684.0,132908549,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132912234,,132912233,,Splice Junction ,4
4,Exon in a ncRNA,132912341,107.0,132912234,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132912341,,132912341,,Splice Junction ,5
5,Intron in a ncRNA,132914544,2203.0,132912341,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132914545,,132914544,,Splice Junction ,6
6,Exon in a ncRNA,132914719,174.0,132914545,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132914719,,132914719,,Splice Junction ,7
7,Intron in a ncRNA,133015100,100381.0,132914719,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,133015101,,133015100,,Splice Junction ,8
8,Exon in a ncRNA,133015542,441.0,133015101,5.0,Exon,5
