,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,22448813,485.0,22448328,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22448813,,22448813,,Splice Junction ,1
1,Intron in a ncRNA,22466021,17208.0,22448813,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22466022,,22466021,,Splice Junction ,2
2,Exon in a ncRNA,22466186,164.0,22466022,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22466186,,22466186,,Splice Junction ,3
3,Intron in a ncRNA,22466769,583.0,22466186,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22466770,,22466769,,Splice Junction ,4
4,Exon in a ncRNA,22466926,156.0,22466770,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22466926,,22466926,,Splice Junction ,5
5,Intron in a ncRNA,22470674,3748.0,22466926,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22470675,,22470674,,Splice Junction ,6
6,Exon in a ncRNA,22470812,137.0,22470675,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22470812,,22470812,,Splice Junction ,7
7,Intron in a ncRNA,22472106,1294.0,22470812,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22472107,,22472106,,Splice Junction ,8
8,Exon in a ncRNA,22472163,56.0,22472107,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22472163,,22472163,,Splice Junction ,9
9,Intron in a ncRNA,22473440,1277.0,22472163,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22473441,,22473440,,Splice Junction ,10
10,Exon in a ncRNA,22473655,214.0,22473441,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22473655,,22473655,,Splice Junction ,11
11,Intron in a ncRNA,22477012,3357.0,22473655,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22477013,,22477012,,Splice Junction ,12
12,Exon in a ncRNA,22477139,126.0,22477013,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22477139,,22477139,,Splice Junction ,13
13,Intron in a ncRNA,22477516,377.0,22477139,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22477517,,22477516,,Splice Junction ,14
14,Exon in a ncRNA,22477590,73.0,22477517,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22477590,,22477590,,Splice Junction ,15
15,Intron in a ncRNA,22478510,920.0,22477590,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22478511,,22478510,,Splice Junction ,16
16,Exon in a ncRNA,22478609,98.0,22478511,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22478609,,22478609,,Splice Junction ,17
17,Intron in a ncRNA,22480342,1733.0,22478609,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22480343,,22480342,,Splice Junction ,18
18,Exon in a ncRNA,22480516,173.0,22480343,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22480516,,22480516,,Splice Junction ,19
19,Intron in a ncRNA,22482947,2431.0,22480516,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22482948,,22482947,,Splice Junction ,20
20,Exon in a ncRNA,22483173,225.0,22482948,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22483173,,22483173,,Splice Junction ,21
21,Intron in a ncRNA,22485444,2271.0,22483173,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22485445,,22485444,,Splice Junction ,22
22,Exon in a ncRNA,22485547,102.0,22485445,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22485547,,22485547,,Splice Junction ,23
23,Intron in a ncRNA,22486268,721.0,22485547,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22486269,,22486268,,Splice Junction ,24
24,Exon in a ncRNA,22486539,270.0,22486269,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22486539,,22486539,,Splice Junction ,25
25,Intron in a ncRNA,22490010,3471.0,22486539,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22490011,,22490010,,Splice Junction ,26
26,Exon in a ncRNA,22490142,131.0,22490011,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22490142,,22490142,,Splice Junction ,27
27,Intron in a ncRNA,22490295,153.0,22490142,14.0,Intron,14
