,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,48797192,267.0,48796925,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48797192,,48797192,,Splice Junction ,1
1,Intron in a ncRNA,48814319,17127.0,48797192,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48814320,,48814319,,Splice Junction ,2
2,Exon in a ncRNA,48814387,67.0,48814320,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48814387,,48814387,,Splice Junction ,3
3,Intron in a ncRNA,48814646,259.0,48814387,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48814647,,48814646,,Splice Junction ,4
4,Exon in a ncRNA,48814840,193.0,48814647,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48814840,,48814840,,Splice Junction ,5
5,Intron in a ncRNA,48815496,656.0,48814840,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48815497,,48815496,,Splice Junction ,6
6,Exon in a ncRNA,48815560,63.0,48815497,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48815560,,48815560,,Splice Junction ,7
7,Intron in a ncRNA,48817665,2105.0,48815560,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48817666,,48817665,,Splice Junction ,8
8,Exon in a ncRNA,48817706,40.0,48817666,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48817706,,48817706,,Splice Junction ,9
9,Intron in a ncRNA,48818461,755.0,48817706,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48818462,,48818461,,Splice Junction ,10
10,Exon in a ncRNA,48818607,145.0,48818462,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48818607,,48818607,,Splice Junction ,11
11,Intron in a ncRNA,48819016,409.0,48818607,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48819017,,48819016,,Splice Junction ,12
12,Exon in a ncRNA,48819092,75.0,48819017,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48819092,,48819092,,Splice Junction ,13
13,Intron in a ncRNA,48821065,1973.0,48819092,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48821066,,48821065,,Splice Junction ,14
14,Exon in a ncRNA,48821171,105.0,48821066,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,48821171,,48821171,,Splice Junction ,15
15,Intron in a ncRNA,48822011,840.0,48821171,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,48822012,,48822011,,Splice Junction ,16
16,Exon in a ncRNA,48822174,162.0,48822012,9.0,Exon,9
