,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,104682818,159.0,104682659,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104682818,,104682818,,Splice Junction ,1
1,Intron in a ncRNA,104705066,22248.0,104682818,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104705067,,104705066,,Splice Junction ,2
2,Exon in a ncRNA,104705190,123.0,104705067,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104705190,,104705190,,Splice Junction ,3
3,Intron in a ncRNA,104707021,1831.0,104705190,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104707022,,104707021,,Splice Junction ,4
4,Exon in a ncRNA,104707095,73.0,104707022,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104707095,,104707095,,Splice Junction ,5
5,Intron in a ncRNA,104709553,2458.0,104707095,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104709554,,104709553,,Splice Junction ,6
6,Exon in a ncRNA,104709674,120.0,104709554,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104709674,,104709674,,Splice Junction ,7
7,Intron in a ncRNA,104712689,3015.0,104709674,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104712690,,104712689,,Splice Junction ,8
8,Exon in a ncRNA,104712833,143.0,104712690,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104712833,,104712833,,Splice Junction ,9
9,Intron in a ncRNA,104713246,413.0,104712833,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104713247,,104713246,,Splice Junction ,10
10,Exon in a ncRNA,104713363,116.0,104713247,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104713363,,104713363,,Splice Junction ,11
11,Intron in a ncRNA,104714867,1504.0,104713363,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104714868,,104714867,,Splice Junction ,12
12,Exon in a ncRNA,104715094,226.0,104714868,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104715094,,104715094,,Splice Junction ,13
13,Intron in a ncRNA,104719113,4019.0,104715094,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104719114,,104719113,,Splice Junction ,14
14,Exon in a ncRNA,104719207,93.0,104719114,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104719207,,104719207,,Splice Junction ,15
15,Intron in a ncRNA,104720123,916.0,104719207,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104720124,,104720123,,Splice Junction ,16
16,Exon in a ncRNA,104720201,77.0,104720124,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104720201,,104720201,,Splice Junction ,17
17,Intron in a ncRNA,104721291,1090.0,104720201,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104721292,,104721291,,Splice Junction ,18
18,Exon in a ncRNA,104721449,157.0,104721292,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104721449,,104721449,,Splice Junction ,19
19,Intron in a ncRNA,104725310,3861.0,104721449,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104725311,,104725310,,Splice Junction ,20
20,Exon in a ncRNA,104725419,108.0,104725311,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104725419,,104725419,,Splice Junction ,21
21,Intron in a ncRNA,104728013,2594.0,104725419,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104728014,,104728013,,Splice Junction ,22
22,Exon in a ncRNA,104728110,96.0,104728014,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104728110,,104728110,,Splice Junction ,23
23,Intron in a ncRNA,104732915,4805.0,104728110,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104732916,,104732915,,Splice Junction ,24
24,Exon in a ncRNA,104733051,135.0,104732916,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104733051,,104733051,,Splice Junction ,25
25,Intron in a ncRNA,104739795,6744.0,104733051,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104739796,,104739795,,Splice Junction ,26
26,Exon in a ncRNA,104739933,137.0,104739796,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,104739933,,104739933,,Splice Junction ,27
27,Intron in a ncRNA,104742129,2196.0,104739933,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,104742130,,104742129,,Splice Junction ,28
28,Exon in a ncRNA,104744085,1955.0,104742130,15.0,Exon,15
