,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,11033655,96.0,11033559,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,11033655,,11033655,,Splice Junction ,1
1,Intron in a ncRNA,11034814,1159.0,11033655,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,11034815,,11034814,,Splice Junction ,2
2,Exon in a ncRNA,11035087,272.0,11034815,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,11035087,,11035087,,Splice Junction ,3
3,Intron in a ncRNA,11035149,62.0,11035087,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,11035150,,11035149,,Splice Junction ,4
4,Exon in a ncRNA,11035297,147.0,11035150,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,11035297,,11035297,,Splice Junction ,5
5,Intron in a ncRNA,11035658,361.0,11035297,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,11035659,,11035658,,Splice Junction ,6
6,Exon in a ncRNA,11035695,36.0,11035659,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,11035695,,11035695,,Splice Junction ,7
7,Intron in a ncRNA,11126252,90557.0,11035695,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,11126253,,11126252,,Splice Junction ,8
8,Exon in a ncRNA,11126320,67.0,11126253,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,11126320,,11126320,,Splice Junction ,9
9,Intron in a ncRNA,11199617,73297.0,11126320,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,11199618,,11199617,,Splice Junction ,10
10,Exon in a ncRNA,11199787,169.0,11199618,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,11199787,,11199787,,Splice Junction ,11
11,Intron in a ncRNA,11324019,124232.0,11199787,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,11324020,,11324019,,Splice Junction ,12
12,Exon in a ncRNA,11324224,204.0,11324020,7.0,Exon,7
