,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,18804692,1702.0,18802990,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,18804692,,18804692,,Splice Junction ,1
1,Intron in a ncRNA,18805919,1227.0,18804692,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,18805920,,18805919,,Splice Junction ,2
2,Exon in a ncRNA,18806005,85.0,18805920,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,18806005,,18806005,,Splice Junction ,3
3,Intron in a ncRNA,18809245,3240.0,18806005,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,18809246,,18809245,,Splice Junction ,4
4,Exon in a ncRNA,18809366,120.0,18809246,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,18809366,,18809366,,Splice Junction ,5
5,Intron in a ncRNA,18810021,655.0,18809366,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,18810022,,18810021,,Splice Junction ,6
6,Exon in a ncRNA,18810156,134.0,18810022,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,18810156,,18810156,,Splice Junction ,7
7,Intron in a ncRNA,18812751,2595.0,18810156,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,18812752,,18812751,,Splice Junction ,8
8,Exon in a ncRNA,18812857,105.0,18812752,5.0,Exon,5
