,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,622,G540.1,592,244,MiSeqSFPQc.csv
1,805,G540.2,775,78,MiSeqSFPQc.csv
2,857,G540.3,849,27,MiSeqSFPQc.csv
3,1018,G540.4,987,152,MiSeqSFPQc.csv
4,1500,G541.1,1458,121,MiSeqSFPQc.csv
5,1570,G541.2,1550,62,MiSeqSFPQc.csv
6,1609,G541.3,1573,226,MiSeqSFPQc.csv
7,1625,G541.4,1614,89,MiSeqSFPQc.csv
8,1734,G541.5,1689,391,MiSeqSFPQc.csv
9,1764,G541.6,1738,88,MiSeqSFPQc.csv
10,1800,G541.7,1779,32,MiSeqSFPQc.csv
11,1886,G541.8,1859,32,MiSeqSFPQc.csv
12,1934,G541.9,1898,76,MiSeqSFPQc.csv
13,1994,G541.10,1979,205,MiSeqSFPQc.csv
14,2036,G541.11,2018,165,MiSeqSFPQc.csv
15,2126,G541.12,2102,42,MiSeqSFPQc.csv
16,2443,G542.1,2428,72,MiSeqSFPQc.csv
17,2483,G542.2,2459,84,MiSeqSFPQc.csv
18,2857,G544.1,2834,74,MiSeqSFPQc.csv
19,3090,G545.1,3038,177,MiSeqSFPQc.csv
20,3321,G546.1,3301,115,MiSeqSFPQc.csv
21,3360,G547.1,3349,41,MiSeqSFPQc.csv
22,3521,G547.2,3481,298,MiSeqSFPQc.csv
23,3660,G548.1,3645,51,MiSeqSFPQc.csv
24,3681,G548.2,3663,100,MiSeqSFPQc.csv
25,3795,G548.3,3768,63,MiSeqSFPQc.csv
26,3908,G548.4,3891,55,MiSeqSFPQc.csv
27,3965,G549.1,3944,128,MiSeqSFPQc.csv
28,4145,G550.1,4100,144,MiSeqSFPQc.csv
29,4261,G551.1,4228,181,MiSeqSFPQc.csv
30,4377,G551.2,4341,660,MiSeqSFPQc.csv
31,4441,G551.3,4423,83,MiSeqSFPQc.csv
32,4546,G551.4,4509,72,MiSeqSFPQc.csv
33,4645,G551.5,4633,51,MiSeqSFPQc.csv
34,4696,G551.6,4681,170,MiSeqSFPQc.csv
35,4853,G551.7,4843,100,MiSeqSFPQc.csv
36,5040,G551.8,5010,134,MiSeqSFPQc.csv
37,5078,G551.9,5056,62,MiSeqSFPQc.csv
38,5120,G551.10,5110,27,MiSeqSFPQc.csv
39,5185,G551.11,5152,64,MiSeqSFPQc.csv
40,5342,G551.12,5326,65,MiSeqSFPQc.csv
