,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,16342343,43.0,16342300,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16342343,,16342343,,Splice Junction ,1
1,Intron in a ncRNA,16342639,296.0,16342343,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16342640,,16342639,,Splice Junction ,2
2,Exon in a ncRNA,16342728,88.0,16342640,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16342728,,16342728,,Splice Junction ,3
3,Intron in a ncRNA,16343497,769.0,16342728,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16343498,,16343497,,Splice Junction ,4
4,Exon in a ncRNA,16343567,69.0,16343498,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16343567,,16343567,,Splice Junction ,5
5,Intron in a ncRNA,16344386,819.0,16343567,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16344387,,16344386,,Splice Junction ,6
6,Exon in a ncRNA,16344444,57.0,16344387,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16344444,,16344444,,Splice Junction ,7
7,Intron in a ncRNA,16373614,29170.0,16344444,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16373615,,16373614,,Splice Junction ,8
8,Exon in a ncRNA,16373962,347.0,16373615,5.0,Exon,5
