,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,21342085,144.0,21341941,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21342085,,21342085,,Splice Junction ,1
1,Intron in a ncRNA,21405792,63707.0,21342085,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21405793,,21405792,,Splice Junction ,2
2,Exon in a ncRNA,21405869,76.0,21405793,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21405869,,21405869,,Splice Junction ,3
3,Intron in a ncRNA,21459785,53916.0,21405869,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21459786,,21459785,,Splice Junction ,4
4,Exon in a ncRNA,21459852,66.0,21459786,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21459852,,21459852,,Splice Junction ,5
5,Intron in a ncRNA,21461890,2038.0,21459852,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21461891,,21461890,,Splice Junction ,6
6,Exon in a ncRNA,21461975,84.0,21461891,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21461975,,21461975,,Splice Junction ,7
7,Intron in a ncRNA,21491428,29453.0,21461975,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21491429,,21491428,,Splice Junction ,8
8,Exon in a ncRNA,21491617,188.0,21491429,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21491617,,21491617,,Splice Junction ,9
9,Intron in a ncRNA,21495205,3588.0,21491617,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21495206,,21495205,,Splice Junction ,10
10,Exon in a ncRNA,21495291,85.0,21495206,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21495291,,21495291,,Splice Junction ,11
11,Intron in a ncRNA,21497129,1838.0,21495291,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21497130,,21497129,,Splice Junction ,12
12,Exon in a ncRNA,21497305,175.0,21497130,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21497305,,21497305,,Splice Junction ,13
13,Intron in a ncRNA,21501799,4494.0,21497305,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21501800,,21501799,,Splice Junction ,14
14,Exon in a ncRNA,21501935,135.0,21501800,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21501935,,21501935,,Splice Junction ,15
15,Intron in a ncRNA,21544826,42891.0,21501935,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21544827,,21544826,,Splice Junction ,16
16,Exon in a ncRNA,21544886,59.0,21544827,9.0,Exon,9
