,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,122098523,3172.0,122095351,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122098523,,122098523,,Splice Junction ,1
1,Intron in a ncRNA,122104612,6089.0,122098523,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122104613,,122104612,,Splice Junction ,2
2,Exon in a ncRNA,122104730,117.0,122104613,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122104730,,122104730,,Splice Junction ,3
3,Intron in a ncRNA,122106086,1356.0,122104730,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122106087,,122106086,,Splice Junction ,4
4,Exon in a ncRNA,122106294,207.0,122106087,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122106294,,122106294,,Splice Junction ,5
5,Intron in a ncRNA,122120746,14452.0,122106294,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122120747,,122120746,,Splice Junction ,6
6,Exon in a ncRNA,122120876,129.0,122120747,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122120876,,122120876,,Splice Junction ,7
7,Intron in a ncRNA,122122668,1792.0,122120876,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122122669,,122122668,,Splice Junction ,8
8,Exon in a ncRNA,122122860,191.0,122122669,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122122860,,122122860,,Splice Junction ,9
9,Intron in a ncRNA,122125162,2302.0,122122860,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122125163,,122125162,,Splice Junction ,10
10,Exon in a ncRNA,122125407,244.0,122125163,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122125407,,122125407,,Splice Junction ,11
11,Intron in a ncRNA,122135073,9666.0,122125407,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122135074,,122135073,,Splice Junction ,12
12,Exon in a ncRNA,122135225,151.0,122135074,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122135225,,122135225,,Splice Junction ,13
13,Intron in a ncRNA,122144696,9471.0,122135225,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122144697,,122144696,,Splice Junction ,14
14,Exon in a ncRNA,122144804,107.0,122144697,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122144804,,122144804,,Splice Junction ,15
15,Intron in a ncRNA,122145337,533.0,122144804,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122145338,,122145337,,Splice Junction ,16
16,Exon in a ncRNA,122145482,144.0,122145338,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122145482,,122145482,,Splice Junction ,17
17,Intron in a ncRNA,122154714,9232.0,122145482,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122154715,,122154714,,Splice Junction ,18
18,Exon in a ncRNA,122154859,144.0,122154715,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122154859,,122154859,,Splice Junction ,19
19,Intron in a ncRNA,122155896,1037.0,122154859,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122155897,,122155896,,Splice Junction ,20
20,Exon in a ncRNA,122155976,79.0,122155897,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122155976,,122155976,,Splice Junction ,21
21,Intron in a ncRNA,122159083,3107.0,122155976,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122159084,,122159083,,Splice Junction ,22
22,Exon in a ncRNA,122159248,164.0,122159084,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122159248,,122159248,,Splice Junction ,23
23,Intron in a ncRNA,122161941,2693.0,122159248,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122161942,,122161941,,Splice Junction ,24
24,Exon in a ncRNA,122162010,68.0,122161942,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122162010,,122162010,,Splice Junction ,25
25,Intron in a ncRNA,122165045,3035.0,122162010,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122165046,,122165045,,Splice Junction ,26
26,Exon in a ncRNA,122165291,245.0,122165046,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,122165291,,122165291,,Splice Junction ,27
27,Intron in a ncRNA,122168440,3149.0,122165291,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,122168441,,122168440,,Splice Junction ,28
28,Exon in a ncRNA,122168545,104.0,122168441,15.0,Exon,15
