,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,173833213,175.0,173833038,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,173833213,,173833213,,Splice Junction ,1
1,Intron in a ncRNA,173833393,180.0,173833213,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,173833394,,173833393,,Splice Junction ,2
2,Exon in a ncRNA,173833442,48.0,173833394,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,173833442,,173833442,,Splice Junction ,3
3,Intron in a ncRNA,173833620,178.0,173833442,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,173833621,,173833620,,Splice Junction ,4
4,Exon in a ncRNA,173833644,23.0,173833621,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,173833644,,173833644,,Splice Junction ,5
5,Intron in a ncRNA,173833811,167.0,173833644,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,173833812,,173833811,,Splice Junction ,6
6,Exon in a ncRNA,173833842,30.0,173833812,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,173833842,,173833842,,Splice Junction ,7
7,Intron in a ncRNA,173834365,523.0,173833842,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,173834366,,173834365,,Splice Junction ,8
8,Exon in a ncRNA,173834420,54.0,173834366,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,173834420,,173834420,,Splice Junction ,9
9,Intron in a ncRNA,173834607,187.0,173834420,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,173834608,,173834607,,Splice Junction ,10
10,Exon in a ncRNA,173834685,77.0,173834608,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,173834685,,173834685,,Splice Junction ,11
11,Intron in a ncRNA,173834993,308.0,173834685,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,173834994,,173834993,,Splice Junction ,12
12,Exon in a ncRNA,173835032,38.0,173834994,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,173835032,,173835032,,Splice Junction ,13
13,Intron in a ncRNA,173835313,281.0,173835032,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,173835314,,173835313,,Splice Junction ,14
14,Exon in a ncRNA,173835344,30.0,173835314,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,173835344,,173835344,,Splice Junction ,15
15,Intron in a ncRNA,173835664,320.0,173835344,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,173835665,,173835664,,Splice Junction ,16
16,Exon in a ncRNA,173835705,40.0,173835665,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,173835705,,173835705,,Splice Junction ,17
17,Intron in a ncRNA,173835897,192.0,173835705,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,173835898,,173835897,,Splice Junction ,18
18,Exon in a ncRNA,173835934,36.0,173835898,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,173835934,,173835934,,Splice Junction ,19
19,Intron in a ncRNA,173836127,193.0,173835934,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,173836128,,173836127,,Splice Junction ,20
20,Exon in a ncRNA,173836181,53.0,173836128,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,173836181,,173836181,,Splice Junction ,21
21,Intron in a ncRNA,173837096,915.0,173836181,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,173837097,,173837096,,Splice Junction ,22
22,Exon in a ncRNA,173837125,28.0,173837097,12.0,Exon,12
