,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,138609850,410.0,138609440,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,138609850,,138609850,,Splice Junction ,1
1,Intron in a ncRNA,138611808,1958.0,138609850,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,138611809,,138611808,,Splice Junction ,2
2,Exon in a ncRNA,138611839,30.0,138611809,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,138611839,,138611839,,Splice Junction ,3
3,Intron in a ncRNA,138614014,2175.0,138611839,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,138614015,,138614014,,Splice Junction ,4
4,Exon in a ncRNA,138614097,82.0,138614015,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,138614097,,138614097,,Splice Junction ,5
5,Intron in a ncRNA,138614738,641.0,138614097,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,138614739,,138614738,,Splice Junction ,6
6,Exon in a ncRNA,138614818,79.0,138614739,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,138614818,,138614818,,Splice Junction ,7
7,Intron in a ncRNA,138618426,3608.0,138614818,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,138618427,,138618426,,Splice Junction ,8
8,Exon in a ncRNA,138618873,446.0,138618427,5.0,Exon,5
