,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,70481039,69.0,70480970,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70481039,,70481039,,Splice Junction ,1
1,Intron in a ncRNA,70482210,1171.0,70481039,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,70482211,,70482210,,Splice Junction ,2
2,Exon in a ncRNA,70482334,123.0,70482211,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70482334,,70482334,,Splice Junction ,3
3,Intron in a ncRNA,70496631,14297.0,70482334,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,70496632,,70496631,,Splice Junction ,4
4,Exon in a ncRNA,70496805,173.0,70496632,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70496805,,70496805,,Splice Junction ,5
5,Intron in a ncRNA,70497600,795.0,70496805,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,70497601,,70497600,,Splice Junction ,6
6,Exon in a ncRNA,70497646,45.0,70497601,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70497646,,70497646,,Splice Junction ,7
7,Intron in a ncRNA,70500384,2738.0,70497646,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,70500385,,70500384,,Splice Junction ,8
8,Exon in a ncRNA,70500418,33.0,70500385,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70500418,,70500418,,Splice Junction ,9
9,Intron in a ncRNA,70502131,1713.0,70500418,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,70502132,,70502131,,Splice Junction ,10
10,Exon in a ncRNA,70502326,194.0,70502132,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70502326,,70502326,,Splice Junction ,11
11,Intron in a ncRNA,70506916,4590.0,70502326,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,70506917,,70506916,,Splice Junction ,12
12,Exon in a ncRNA,70507032,115.0,70506917,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70507032,,70507032,,Splice Junction ,13
13,Intron in a ncRNA,70507129,97.0,70507032,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,70507130,,70507129,,Splice Junction ,14
14,Exon in a ncRNA,70507323,193.0,70507130,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70507323,,70507323,,Splice Junction ,15
15,Intron in a ncRNA,70508891,1568.0,70507323,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,70508892,,70508891,,Splice Junction ,16
16,Exon in a ncRNA,70509022,130.0,70508892,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70509022,,70509022,,Splice Junction ,17
17,Intron in a ncRNA,70509279,257.0,70509022,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,70509280,,70509279,,Splice Junction ,18
18,Exon in a ncRNA,70509442,162.0,70509280,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70509442,,70509442,,Splice Junction ,19
19,Intron in a ncRNA,70513607,4165.0,70509442,10.0,Intron,10
