,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,20113469,3441.0,20110028,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20113469,,20113469,,Splice Junction ,1
1,Intron in a ncRNA,20113796,327.0,20113469,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20113797,,20113796,,Splice Junction ,2
2,Exon in a ncRNA,20114038,241.0,20113797,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20114038,,20114038,,Splice Junction ,3
3,Intron in a ncRNA,20130155,16117.0,20114038,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20130156,,20130155,,Splice Junction ,4
4,Exon in a ncRNA,20130313,157.0,20130156,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20130313,,20130313,,Splice Junction ,5
5,Intron in a ncRNA,20131028,715.0,20130313,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20131029,,20131028,,Splice Junction ,6
6,Exon in a ncRNA,20131170,141.0,20131029,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20131170,,20131170,,Splice Junction ,7
7,Intron in a ncRNA,20132142,972.0,20131170,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20132143,,20132142,,Splice Junction ,8
8,Exon in a ncRNA,20132208,65.0,20132143,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20132208,,20132208,,Splice Junction ,9
9,Intron in a ncRNA,20133160,952.0,20132208,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20133161,,20133160,,Splice Junction ,10
10,Exon in a ncRNA,20133272,111.0,20133161,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20133272,,20133272,,Splice Junction ,11
11,Intron in a ncRNA,20135226,1954.0,20133272,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20135227,,20135226,,Splice Junction ,12
12,Exon in a ncRNA,20135364,137.0,20135227,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20135364,,20135364,,Splice Junction ,13
13,Intron in a ncRNA,20135978,614.0,20135364,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20135979,,20135978,,Splice Junction ,14
14,Exon in a ncRNA,20136126,147.0,20135979,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20136126,,20136126,,Splice Junction ,15
15,Intron in a ncRNA,20137502,1376.0,20136126,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20137503,,20137502,,Splice Junction ,16
16,Exon in a ncRNA,20137707,204.0,20137503,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20137707,,20137707,,Splice Junction ,17
17,Intron in a ncRNA,20138024,317.0,20137707,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20138025,,20138024,,Splice Junction ,18
18,Exon in a ncRNA,20138162,137.0,20138025,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20138162,,20138162,,Splice Junction ,19
19,Intron in a ncRNA,20141518,3356.0,20138162,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20141519,,20141518,,Splice Junction ,20
20,Exon in a ncRNA,20141600,81.0,20141519,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20141600,,20141600,,Splice Junction ,21
21,Intron in a ncRNA,20145545,3945.0,20141600,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20145546,,20145545,,Splice Junction ,22
22,Exon in a ncRNA,20145757,211.0,20145546,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20145757,,20145757,,Splice Junction ,23
23,Intron in a ncRNA,20146220,463.0,20145757,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20146221,,20146220,,Splice Junction ,24
24,Exon in a ncRNA,20146331,110.0,20146221,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20146331,,20146331,,Splice Junction ,25
25,Intron in a ncRNA,20147923,1592.0,20146331,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20147924,,20147923,,Splice Junction ,26
26,Exon in a ncRNA,20147978,54.0,20147924,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20147978,,20147978,,Splice Junction ,27
27,Intron in a ncRNA,20151174,3196.0,20147978,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20151175,,20151174,,Splice Junction ,28
28,Exon in a ncRNA,20151245,70.0,20151175,15.0,Exon,15
28,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20151245,,20151245,,Splice Junction ,29
29,Intron in a ncRNA,20153593,2348.0,20151245,15.0,Intron,15
29,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20153594,,20153593,,Splice Junction ,30
30,Exon in a ncRNA,20153739,145.0,20153594,16.0,Exon,16
30,Splice Junction Exon in a ncRNA to Intron in a ncRNA,20153739,,20153739,,Splice Junction ,31
31,Intron in a ncRNA,20160313,6574.0,20153739,16.0,Intron,16
31,Splice Junction Intron in a ncRNA to Exon in a ncRNA,20160314,,20160313,,Splice Junction ,32
32,Exon in a ncRNA,20160375,61.0,20160314,17.0,Exon,17
