,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,2633309,132.0,2633177,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2633309,,2633309,,Splice Junction ,1
1,Intron in a ncRNA,2633486,177.0,2633309,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2633487,,2633486,,Splice Junction ,2
2,Exon in a ncRNA,2633577,90.0,2633487,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2633577,,2633577,,Splice Junction ,3
3,Intron in a ncRNA,2633923,346.0,2633577,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2633924,,2633923,,Splice Junction ,4
4,Exon in a ncRNA,2634039,115.0,2633924,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2634039,,2634039,,Splice Junction ,5
5,Intron in a ncRNA,2635058,1019.0,2634039,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2635059,,2635058,,Splice Junction ,6
6,Exon in a ncRNA,2635221,162.0,2635059,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2635221,,2635221,,Splice Junction ,7
7,Intron in a ncRNA,2635393,172.0,2635221,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2635394,,2635393,,Splice Junction ,8
8,Exon in a ncRNA,2635593,199.0,2635394,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2635593,,2635593,,Splice Junction ,9
9,Intron in a ncRNA,2635969,376.0,2635593,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2635970,,2635969,,Splice Junction ,10
10,Exon in a ncRNA,2636158,188.0,2635970,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2636158,,2636158,,Splice Junction ,11
11,Intron in a ncRNA,2636239,81.0,2636158,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2636240,,2636239,,Splice Junction ,12
12,Exon in a ncRNA,2636392,152.0,2636240,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2636392,,2636392,,Splice Junction ,13
13,Intron in a ncRNA,2636578,186.0,2636392,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2636579,,2636578,,Splice Junction ,14
14,Exon in a ncRNA,2636860,281.0,2636579,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2636860,,2636860,,Splice Junction ,15
15,Intron in a ncRNA,2637045,185.0,2636860,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2637046,,2637045,,Splice Junction ,16
16,Exon in a ncRNA,2637195,149.0,2637046,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2637195,,2637195,,Splice Junction ,17
17,Intron in a ncRNA,2637418,223.0,2637195,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2637419,,2637418,,Splice Junction ,18
18,Exon in a ncRNA,2637541,122.0,2637419,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2637541,,2637541,,Splice Junction ,19
19,Intron in a ncRNA,2637725,184.0,2637541,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2637726,,2637725,,Splice Junction ,20
20,Exon in a ncRNA,2637864,138.0,2637726,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,2637864,,2637864,,Splice Junction ,21
21,Intron in a ncRNA,2638573,709.0,2637864,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,2638574,,2638573,,Splice Junction ,22
22,Exon in a ncRNA,2639039,465.0,2638574,12.0,Exon,12
