,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,31504460,184.0,31504276,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31504460,,31504460,,Splice Junction ,1
1,Intron in a ncRNA,31506538,2078.0,31504460,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31506539,,31506538,,Splice Junction ,2
2,Exon in a ncRNA,31506632,93.0,31506539,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31506632,,31506632,,Splice Junction ,3
3,Intron in a ncRNA,31506715,83.0,31506632,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31506716,,31506715,,Splice Junction ,4
4,Exon in a ncRNA,31506836,120.0,31506716,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31506836,,31506836,,Splice Junction ,5
5,Intron in a ncRNA,31506922,86.0,31506836,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31506923,,31506922,,Splice Junction ,6
6,Exon in a ncRNA,31507051,128.0,31506923,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31507051,,31507051,,Splice Junction ,7
7,Intron in a ncRNA,31508097,1046.0,31507051,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31508098,,31508097,,Splice Junction ,8
8,Exon in a ncRNA,31508441,343.0,31508098,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31508441,,31508441,,Splice Junction ,9
9,Intron in a ncRNA,31509725,1284.0,31508441,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31509726,,31509725,,Splice Junction ,10
10,Exon in a ncRNA,31509925,199.0,31509726,6.0,Exon,6
