,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,145209436,326.0,145209110,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,145209436,,145209436,,Splice Junction ,1
1,Intron in a ncRNA,145248819,39383.0,145209436,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,145248820,,145248819,,Splice Junction ,2
2,Exon in a ncRNA,145248894,74.0,145248820,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,145248894,,145248894,,Splice Junction ,3
3,Intron in a ncRNA,145273183,24289.0,145248894,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,145273184,,145273183,,Splice Junction ,4
4,Exon in a ncRNA,145273444,260.0,145273184,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,145273444,,145273444,,Splice Junction ,5
5,Intron in a ncRNA,145281367,7923.0,145273444,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,145281368,,145281367,,Splice Junction ,6
6,Exon in a ncRNA,145281704,336.0,145281368,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,145281704,,145281704,,Splice Junction ,7
7,Intron in a ncRNA,145290427,8723.0,145281704,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,145290428,,145290427,,Splice Junction ,8
8,Exon in a ncRNA,145290511,83.0,145290428,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,145290511,,145290511,,Splice Junction ,9
9,Intron in a ncRNA,145290779,268.0,145290511,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,145290780,,145290779,,Splice Junction ,10
10,Exon in a ncRNA,145290850,70.0,145290780,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,145290850,,145290850,,Splice Junction ,11
11,Intron in a ncRNA,145293369,2519.0,145290850,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,145293370,,145293369,,Splice Junction ,12
12,Exon in a ncRNA,145293580,210.0,145293370,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,145293580,,145293580,,Splice Junction ,13
13,Intron in a ncRNA,145295421,1841.0,145293580,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,145295422,,145295421,,Splice Junction ,14
14,Exon in a ncRNA,145295525,103.0,145295422,8.0,Exon,8
