,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,51302215,1255.0,51300960,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51302215,,51302215,,Splice Junction ,1
1,Intron in a ncRNA,51302549,334.0,51302215,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51302550,,51302549,,Splice Junction ,2
2,Exon in a ncRNA,51302614,64.0,51302550,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51302614,,51302614,,Splice Junction ,3
3,Intron in a ncRNA,51305472,2858.0,51302614,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51305473,,51305472,,Splice Junction ,4
4,Exon in a ncRNA,51305514,41.0,51305473,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51305514,,51305514,,Splice Junction ,5
5,Intron in a ncRNA,51305709,195.0,51305514,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51305710,,51305709,,Splice Junction ,6
6,Exon in a ncRNA,51305871,161.0,51305710,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,51305871,,51305871,,Splice Junction ,7
7,Intron in a ncRNA,51306808,937.0,51305871,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,51306809,,51306808,,Splice Junction ,8
8,Exon in a ncRNA,51307132,323.0,51306809,5.0,Exon,5
