,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,64447772,3210.0,64444562,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,64447772,,64447772,,Splice Junction ,1
1,Intron in a ncRNA,64466442,18670.0,64447772,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,64466443,,64466442,,Splice Junction ,2
2,Exon in a ncRNA,64466600,157.0,64466443,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,64466600,,64466600,,Splice Junction ,3
3,Intron in a ncRNA,64468657,2057.0,64466600,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,64468658,,64468657,,Splice Junction ,4
4,Exon in a ncRNA,64468835,177.0,64468658,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,64468835,,64468835,,Splice Junction ,5
5,Intron in a ncRNA,64483841,15006.0,64468835,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,64483842,,64483841,,Splice Junction ,6
6,Exon in a ncRNA,64484047,205.0,64483842,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,64484047,,64484047,,Splice Junction ,7
7,Intron in a ncRNA,64492847,8800.0,64484047,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,64492848,,64492847,,Splice Junction ,8
8,Exon in a ncRNA,64492978,130.0,64492848,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,64492978,,64492978,,Splice Junction ,9
9,Intron in a ncRNA,64510619,17641.0,64492978,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,64510620,,64510619,,Splice Junction ,10
10,Exon in a ncRNA,64510759,139.0,64510620,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,64510759,,64510759,,Splice Junction ,11
11,Intron in a ncRNA,64511149,390.0,64510759,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,64511150,,64511149,,Splice Junction ,12
12,Exon in a ncRNA,64511314,164.0,64511150,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,64511314,,64511314,,Splice Junction ,13
13,Intron in a ncRNA,64520145,8831.0,64511314,7.0,Intron,7
