,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,87862587,37.0,87862550,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,87862587,,87862587,,Splice Junction ,1
1,Intron in a ncRNA,87864907,2320.0,87862587,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,87864908,,87864907,,Splice Junction ,2
2,Exon in a ncRNA,87865079,171.0,87864908,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,87865079,,87865079,,Splice Junction ,3
3,Intron in a ncRNA,87865279,200.0,87865079,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,87865280,,87865279,,Splice Junction ,4
4,Exon in a ncRNA,87865477,197.0,87865280,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,87865477,,87865477,,Splice Junction ,5
5,Intron in a ncRNA,87879390,13913.0,87865477,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,87879391,,87879390,,Splice Junction ,6
6,Exon in a ncRNA,87880081,690.0,87879391,4.0,Exon,4
