,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,29796093,270.0,29795823,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,29796093,,29796093,,Splice Junction ,1
1,Intron in a ncRNA,29856242,60149.0,29796093,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,29856243,,29856242,,Splice Junction ,2
2,Exon in a ncRNA,29856519,276.0,29856243,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,29856519,,29856519,,Splice Junction ,3
3,Intron in a ncRNA,29857103,584.0,29856519,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,29857104,,29857103,,Splice Junction ,4
4,Exon in a ncRNA,29857381,277.0,29857104,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,29857381,,29857381,,Splice Junction ,5
5,Intron in a ncRNA,29976360,118979.0,29857381,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,29976361,,29976360,,Splice Junction ,6
6,Exon in a ncRNA,29976478,117.0,29976361,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,29976478,,29976478,,Splice Junction ,7
7,Intron in a ncRNA,29976920,442.0,29976478,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,29976921,,29976920,,Splice Junction ,8
8,Exon in a ncRNA,29976954,33.0,29976921,5.0,Exon,5
