,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,156182967,189.0,156182778,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,156182967,,156182967,,Splice Junction ,1
1,Intron in a ncRNA,156190466,7499.0,156182967,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,156190467,,156190466,,Splice Junction ,2
2,Exon in a ncRNA,156190678,211.0,156190467,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,156190678,,156190678,,Splice Junction ,3
3,Intron in a ncRNA,156193135,2457.0,156190678,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,156193136,,156193135,,Splice Junction ,4
4,Exon in a ncRNA,156193351,215.0,156193136,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,156193351,,156193351,,Splice Junction ,5
5,Intron in a ncRNA,156193640,289.0,156193351,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,156193641,,156193640,,Splice Junction ,6
6,Exon in a ncRNA,156193733,92.0,156193641,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,156193733,,156193733,,Splice Junction ,7
7,Intron in a ncRNA,156195346,1613.0,156193733,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,156195347,,156195346,,Splice Junction ,8
8,Exon in a ncRNA,156195459,112.0,156195347,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,156195459,,156195459,,Splice Junction ,9
9,Intron in a ncRNA,156202109,6650.0,156195459,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,156202110,,156202109,,Splice Junction ,10
10,Exon in a ncRNA,156202216,106.0,156202110,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,156202216,,156202216,,Splice Junction ,11
11,Intron in a ncRNA,156203417,1201.0,156202216,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,156203418,,156203417,,Splice Junction ,12
12,Exon in a ncRNA,156203519,101.0,156203418,7.0,Exon,7
