,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,196805404,71.0,196805333,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196805404,,196805404,,Splice Junction ,1
1,Intron in a ncRNA,196807920,2516.0,196805404,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196807921,,196807920,,Splice Junction ,2
2,Exon in a ncRNA,196807988,67.0,196807921,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196807988,,196807988,,Splice Junction ,3
3,Intron in a ncRNA,196812165,4177.0,196807988,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196812166,,196812165,,Splice Junction ,4
4,Exon in a ncRNA,196812627,461.0,196812166,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196812627,,196812627,,Splice Junction ,5
5,Intron in a ncRNA,196817781,5154.0,196812627,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196817782,,196817781,,Splice Junction ,6
6,Exon in a ncRNA,196817897,115.0,196817782,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196817897,,196817897,,Splice Junction ,7
7,Intron in a ncRNA,196831772,13875.0,196817897,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196831773,,196831772,,Splice Junction ,8
8,Exon in a ncRNA,196831876,103.0,196831773,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196831876,,196831876,,Splice Junction ,9
9,Intron in a ncRNA,196842796,10920.0,196831876,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196842797,,196842796,,Splice Junction ,10
10,Exon in a ncRNA,196842954,157.0,196842797,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196842954,,196842954,,Splice Junction ,11
11,Intron in a ncRNA,196846279,3325.0,196842954,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196846280,,196846279,,Splice Junction ,12
12,Exon in a ncRNA,196846401,121.0,196846280,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196846401,,196846401,,Splice Junction ,13
13,Intron in a ncRNA,196857396,10995.0,196846401,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196857397,,196857396,,Splice Junction ,14
14,Exon in a ncRNA,196857542,145.0,196857397,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196857542,,196857542,,Splice Junction ,15
15,Intron in a ncRNA,196863411,5869.0,196857542,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196863412,,196863411,,Splice Junction ,16
16,Exon in a ncRNA,196863549,137.0,196863412,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196863549,,196863549,,Splice Junction ,17
17,Intron in a ncRNA,196865091,1542.0,196863549,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196865092,,196865091,,Splice Junction ,18
18,Exon in a ncRNA,196865262,170.0,196865092,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196865262,,196865262,,Splice Junction ,19
19,Intron in a ncRNA,196867009,1747.0,196865262,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196867010,,196867009,,Splice Junction ,20
20,Exon in a ncRNA,196867135,125.0,196867010,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196867135,,196867135,,Splice Junction ,21
21,Intron in a ncRNA,196869587,2452.0,196867135,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196869588,,196869587,,Splice Junction ,22
22,Exon in a ncRNA,196869639,51.0,196869588,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196869639,,196869639,,Splice Junction ,23
23,Intron in a ncRNA,196876612,6973.0,196869639,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196876613,,196876612,,Splice Junction ,24
24,Exon in a ncRNA,196876667,54.0,196876613,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196876667,,196876667,,Splice Junction ,25
25,Intron in a ncRNA,196888509,11842.0,196876667,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196888510,,196888509,,Splice Junction ,26
26,Exon in a ncRNA,196888609,99.0,196888510,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196888609,,196888609,,Splice Junction ,27
27,Intron in a ncRNA,196921294,32685.0,196888609,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196921295,,196921294,,Splice Junction ,28
28,Exon in a ncRNA,196921460,165.0,196921295,15.0,Exon,15
28,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196921460,,196921460,,Splice Junction ,29
29,Intron in a ncRNA,197009548,88088.0,196921460,15.0,Intron,15
29,Splice Junction Intron in a ncRNA to Exon in a ncRNA,197009549,,197009548,,Splice Junction ,30
30,Exon in a ncRNA,197009716,167.0,197009549,16.0,Exon,16
30,Splice Junction Exon in a ncRNA to Intron in a ncRNA,197009716,,197009716,,Splice Junction ,31
31,Intron in a ncRNA,197023215,13499.0,197009716,16.0,Intron,16
31,Splice Junction Intron in a ncRNA to Exon in a ncRNA,197023216,,197023215,,Splice Junction ,32
32,Exon in a ncRNA,197023348,132.0,197023216,17.0,Exon,17
32,Splice Junction Exon in a ncRNA to Intron in a ncRNA,197023348,,197023348,,Splice Junction ,33
33,Intron in a ncRNA,197024055,707.0,197023348,17.0,Intron,17
33,Splice Junction Intron in a ncRNA to Exon in a ncRNA,197024056,,197024055,,Splice Junction ,34
34,Exon in a ncRNA,197024106,50.0,197024056,18.0,Exon,18
34,Splice Junction Exon in a ncRNA to Intron in a ncRNA,197024106,,197024106,,Splice Junction ,35
35,Intron in a ncRNA,197024542,436.0,197024106,18.0,Intron,18
35,Splice Junction Intron in a ncRNA to Exon in a ncRNA,197024543,,197024542,,Splice Junction ,36
36,Exon in a ncRNA,197024986,443.0,197024543,19.0,Exon,19
