,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,25647,G2454.1,25631,54,IonXpress_SFPQ_N
1,45449,G2456.1,45430,15,IonXpress_SFPQ_N
2,55936,G2458.1,55924,6,IonXpress_SFPQ_N
3,56949,G2459.1,56919,81,IonXpress_SFPQ_N
4,58096,G2460.1,58063,115,IonXpress_SFPQ_N
5,34098,G2068.1,34071,40,IonXpress_NONO_N
6,34234,G2068.2,34221,7,IonXpress_NONO_N
7,34264,G2068.3,34242,8,IonXpress_NONO_N
8,34840,G2069.1,34832,16,IonXpress_NONO_N
9,34898,G2070.1,34876,52,IonXpress_NONO_N
10,40420,G2071.1,40398,55,IonXpress_NONO_N
11,43800,G2072.1,43784,19,IonXpress_NONO_N
12,43879,G2072.2,43849,23,IonXpress_NONO_N
13,46391,G2073.1,46370,48,IonXpress_NONO_N
14,48139,G2074.1,48127,6,IonXpress_NONO_N
15,53471,G2076.1,53448,84,IonXpress_NONO_N
16,53643,G2077.1,53622,14,IonXpress_NONO_N
17,53681,G2077.2,53668,10,IonXpress_NONO_N
18,53727,G2077.3,53696,33,IonXpress_NONO_N
19,55443,G2078.1,55429,49,IonXpress_NONO_N
20,55481,G2079.1,55463,16,IonXpress_NONO_N
21,55525,G2079.2,55503,22,IonXpress_NONO_N
22,58042,G2080.1,58018,22,IonXpress_NONO_N
23,58062,G2080.2,58043,34,IonXpress_NONO_N
24,58077,G2080.3,58065,10,IonXpress_NONO_N
25,58349,G2081.1,58321,60,IonXpress_NONO_N
26,58886,G2082.1,58876,4,IonXpress_NONO_N
27,58911,G2082.2,58895,46,IonXpress_NONO_N
28,58931,G2082.3,58914,38,IonXpress_NONO_N
29,60177,G2083.1,60134,49,IonXpress_NONO_N
