,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,93297674,81.0,93297593,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,93297674,,93297674,,Splice Junction ,1
1,Intron in a ncRNA,93298944,1270.0,93297674,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,93298945,,93298944,,Splice Junction ,2
2,Exon in a ncRNA,93299015,70.0,93298945,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,93299015,,93299015,,Splice Junction ,3
3,Intron in a ncRNA,93299100,85.0,93299015,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,93299101,,93299100,,Splice Junction ,4
4,Exon in a ncRNA,93299217,116.0,93299101,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,93299217,,93299217,,Splice Junction ,5
5,Intron in a ncRNA,93300334,1117.0,93299217,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,93300335,,93300334,,Splice Junction ,6
6,Exon in a ncRNA,93300437,102.0,93300335,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,93300437,,93300437,,Splice Junction ,7
7,Intron in a ncRNA,93301782,1345.0,93300437,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,93301783,,93301782,,Splice Junction ,8
8,Exon in a ncRNA,93301949,166.0,93301783,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,93301949,,93301949,,Splice Junction ,9
9,Intron in a ncRNA,93303011,1062.0,93301949,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,93303012,,93303011,,Splice Junction ,10
10,Exon in a ncRNA,93303190,178.0,93303012,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,93303190,,93303190,,Splice Junction ,11
11,Intron in a ncRNA,93306106,2916.0,93303190,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,93306107,,93306106,,Splice Junction ,12
12,Exon in a ncRNA,93306196,89.0,93306107,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,93306196,,93306196,,Splice Junction ,13
13,Intron in a ncRNA,93307321,1125.0,93306196,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,93307322,,93307321,,Splice Junction ,14
14,Exon in a ncRNA,93307481,159.0,93307322,8.0,Exon,8
