,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,70400957,1495.0,70399462,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70400957,,70400957,,Splice Junction ,1
1,Intron in a ncRNA,70424375,23418.0,70400957,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,70424376,,70424375,,Splice Junction ,2
2,Exon in a ncRNA,70424439,63.0,70424376,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70424439,,70424439,,Splice Junction ,3
3,Intron in a ncRNA,70427267,2828.0,70424439,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,70427268,,70427267,,Splice Junction ,4
4,Exon in a ncRNA,70427365,97.0,70427268,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,70427365,,70427365,,Splice Junction ,5
5,Intron in a ncRNA,70588340,160975.0,70427365,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,70588341,,70588340,,Splice Junction ,6
6,Exon in a ncRNA,70588943,602.0,70588341,4.0,Exon,4
