,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,2441,G1386.1,2413,154,IonXpress_SFPQ_N
1,3082,G1387.1,3063,71,IonXpress_SFPQ_N
2,3111,G1387.2,3088,96,IonXpress_SFPQ_N
3,3139,G1387.3,3116,68,IonXpress_SFPQ_N
4,3390,G1388.1,3357,3493,IonXpress_SFPQ_N
5,3423,G1388.2,3398,450,IonXpress_SFPQ_N
6,3637,G1389.1,3623,85,IonXpress_SFPQ_N
7,3678,G1389.2,3645,296,IonXpress_SFPQ_N
8,3698,G1389.3,3683,70,IonXpress_SFPQ_N
9,2450,G1181.1,2422,58,IonXpress_NONO_N
10,3102,G1182.1,3070,32,IonXpress_NONO_N
11,3390,G1183.1,3365,245,IonXpress_NONO_N
12,3653,G1184.1,3641,10,IonXpress_NONO_N
13,3698,G1184.2,3656,18,IonXpress_NONO_N
