,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,228550885,960.0,228549925,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,228550885,,228550885,,Splice Junction ,1
1,Intron in a ncRNA,228551115,230.0,228550885,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,228551116,,228551115,,Splice Junction ,2
2,Exon in a ncRNA,228552289,1173.0,228551116,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,228552289,,228552289,,Splice Junction ,3
3,Intron in a ncRNA,228552880,591.0,228552289,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,228552881,,228552880,,Splice Junction ,4
4,Exon in a ncRNA,228553023,142.0,228552881,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,228553023,,228553023,,Splice Junction ,5
5,Intron in a ncRNA,228560603,7580.0,228553023,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,228560604,,228560603,,Splice Junction ,6
6,Exon in a ncRNA,228560797,193.0,228560604,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,228560797,,228560797,,Splice Junction ,7
7,Intron in a ncRNA,228563450,2653.0,228560797,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,228563451,,228563450,,Splice Junction ,8
8,Exon in a ncRNA,228564280,829.0,228563451,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,228564280,,228564280,,Splice Junction ,9
9,Intron in a ncRNA,228566883,2603.0,228564280,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,228566884,,228566883,,Splice Junction ,10
10,Exon in a ncRNA,228567036,152.0,228566884,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,228567036,,228567036,,Splice Junction ,11
11,Intron in a ncRNA,228582657,15621.0,228567036,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,228582658,,228582657,,Splice Junction ,12
12,Exon in a ncRNA,228582745,87.0,228582658,7.0,Exon,7
