,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,31588635,186.0,31588449,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31588635,,31588635,,Splice Junction ,1
1,Intron in a ncRNA,31590502,1867.0,31588635,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31590503,,31590502,,Splice Junction ,2
2,Exon in a ncRNA,31590678,175.0,31590503,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31590678,,31590678,,Splice Junction ,3
3,Intron in a ncRNA,31591507,829.0,31590678,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31591508,,31591507,,Splice Junction ,4
4,Exon in a ncRNA,31591686,178.0,31591508,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31591686,,31591686,,Splice Junction ,5
5,Intron in a ncRNA,31592036,350.0,31591686,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31592037,,31592036,,Splice Junction ,6
6,Exon in a ncRNA,31592137,100.0,31592037,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31592137,,31592137,,Splice Junction ,7
7,Intron in a ncRNA,31592225,88.0,31592137,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31592226,,31592225,,Splice Junction ,8
8,Exon in a ncRNA,31592299,73.0,31592226,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31592299,,31592299,,Splice Junction ,9
9,Intron in a ncRNA,31592946,647.0,31592299,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31592947,,31592946,,Splice Junction ,10
10,Exon in a ncRNA,31593091,144.0,31592947,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31593091,,31593091,,Splice Junction ,11
11,Intron in a ncRNA,31593235,144.0,31593091,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31593236,,31593235,,Splice Junction ,12
12,Exon in a ncRNA,31593388,152.0,31593236,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31593388,,31593388,,Splice Junction ,13
13,Intron in a ncRNA,31593567,179.0,31593388,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31593568,,31593567,,Splice Junction ,14
14,Exon in a ncRNA,31593648,80.0,31593568,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31593648,,31593648,,Splice Junction ,15
15,Intron in a ncRNA,31593795,147.0,31593648,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31593796,,31593795,,Splice Junction ,16
16,Exon in a ncRNA,31593939,143.0,31593796,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31593939,,31593939,,Splice Junction ,17
17,Intron in a ncRNA,31594547,608.0,31593939,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31594548,,31594547,,Splice Junction ,18
18,Exon in a ncRNA,31594639,91.0,31594548,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31594639,,31594639,,Splice Junction ,19
19,Intron in a ncRNA,31594757,118.0,31594639,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31594758,,31594757,,Splice Junction ,20
20,Exon in a ncRNA,31594975,217.0,31594758,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31594975,,31594975,,Splice Junction ,21
21,Intron in a ncRNA,31595540,565.0,31594975,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31595541,,31595540,,Splice Junction ,22
22,Exon in a ncRNA,31595820,279.0,31595541,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31595820,,31595820,,Splice Junction ,23
23,Intron in a ncRNA,31602593,6773.0,31595820,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31602594,,31602593,,Splice Junction ,24
24,Exon in a ncRNA,31602754,160.0,31602594,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,31602754,,31602754,,Splice Junction ,25
25,Intron in a ncRNA,31602907,153.0,31602754,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,31602908,,31602907,,Splice Junction ,26
26,Exon in a ncRNA,31603049,141.0,31602908,14.0,Exon,14
