,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,79808463,180.0,79808283,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,79808463,,79808463,,Splice Junction ,1
1,Intron in a ncRNA,79827260,18797.0,79808463,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,79827261,,79827260,,Splice Junction ,2
2,Exon in a ncRNA,79827315,54.0,79827261,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,79827315,,79827315,,Splice Junction ,3
3,Intron in a ncRNA,79836362,9047.0,79827315,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,79836363,,79836362,,Splice Junction ,4
4,Exon in a ncRNA,79836524,161.0,79836363,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,79836524,,79836524,,Splice Junction ,5
5,Intron in a ncRNA,79838913,2389.0,79836524,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,79838914,,79838913,,Splice Junction ,6
6,Exon in a ncRNA,79839034,120.0,79838914,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,79839034,,79839034,,Splice Junction ,7
7,Intron in a ncRNA,79841686,2652.0,79839034,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,79841687,,79841686,,Splice Junction ,8
8,Exon in a ncRNA,79841835,148.0,79841687,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,79841835,,79841835,,Splice Junction ,9
9,Intron in a ncRNA,79845009,3174.0,79841835,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,79845010,,79845009,,Splice Junction ,10
10,Exon in a ncRNA,79845101,91.0,79845010,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,79845101,,79845101,,Splice Junction ,11
11,Intron in a ncRNA,79847673,2572.0,79845101,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,79847674,,79847673,,Splice Junction ,12
12,Exon in a ncRNA,79847872,198.0,79847674,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,79847872,,79847872,,Splice Junction ,13
13,Intron in a ncRNA,79851322,3450.0,79847872,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,79851323,,79851322,,Splice Junction ,14
14,Exon in a ncRNA,79851479,156.0,79851323,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,79851479,,79851479,,Splice Junction ,15
15,Intron in a ncRNA,79860192,8713.0,79851479,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,79860193,,79860192,,Splice Junction ,16
16,Exon in a ncRNA,79860582,389.0,79860193,9.0,Exon,9
