,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,101888206,523.0,101887683,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,101888206,,101888206,,Splice Junction ,1
1,Intron in a ncRNA,101889587,1381.0,101888206,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,101889588,,101889587,,Splice Junction ,2
2,Exon in a ncRNA,101889803,215.0,101889588,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,101889803,,101889803,,Splice Junction ,3
3,Intron in a ncRNA,101898319,8516.0,101889803,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,101898320,,101898319,,Splice Junction ,4
4,Exon in a ncRNA,101898519,199.0,101898320,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,101898519,,101898519,,Splice Junction ,5
5,Intron in a ncRNA,101902541,4022.0,101898519,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,101902542,,101902541,,Splice Junction ,6
6,Exon in a ncRNA,101902639,97.0,101902542,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,101902639,,101902639,,Splice Junction ,7
7,Intron in a ncRNA,101905433,2794.0,101902639,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,101905434,,101905433,,Splice Junction ,8
8,Exon in a ncRNA,101905517,83.0,101905434,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,101905517,,101905517,,Splice Junction ,9
9,Intron in a ncRNA,101910474,4957.0,101905517,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,101910475,,101910474,,Splice Junction ,10
10,Exon in a ncRNA,101910544,69.0,101910475,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,101910544,,101910544,,Splice Junction ,11
11,Intron in a ncRNA,101911391,847.0,101910544,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,101911392,,101911391,,Splice Junction ,12
12,Exon in a ncRNA,101911643,251.0,101911392,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,101911643,,101911643,,Splice Junction ,13
13,Intron in a ncRNA,101924589,12946.0,101911643,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,101924590,,101924589,,Splice Junction ,14
14,Exon in a ncRNA,101925178,588.0,101924590,8.0,Exon,8
