,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,134217036,753.0,134216283,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134217036,,134217036,,Splice Junction ,1
1,Intron in a ncRNA,134217217,181.0,134217036,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134217218,,134217217,,Splice Junction ,2
2,Exon in a ncRNA,134217327,109.0,134217218,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134217327,,134217327,,Splice Junction ,3
3,Intron in a ncRNA,134226193,8866.0,134217327,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134226194,,134226193,,Splice Junction ,4
4,Exon in a ncRNA,134226287,93.0,134226194,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134226287,,134226287,,Splice Junction ,5
5,Intron in a ncRNA,134228952,2665.0,134226287,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134228953,,134228952,,Splice Junction ,6
6,Exon in a ncRNA,134229035,82.0,134228953,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134229035,,134229035,,Splice Junction ,7
7,Intron in a ncRNA,134229432,397.0,134229035,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134229433,,134229432,,Splice Junction ,8
8,Exon in a ncRNA,134229915,482.0,134229433,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134229915,,134229915,,Splice Junction ,9
9,Intron in a ncRNA,134230146,231.0,134229915,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134230147,,134230146,,Splice Junction ,10
10,Exon in a ncRNA,134231436,1289.0,134230147,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134231436,,134231436,,Splice Junction ,11
11,Intron in a ncRNA,134234220,2784.0,134231436,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134234221,,134234220,,Splice Junction ,12
12,Exon in a ncRNA,134234292,71.0,134234221,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134234292,,134234292,,Splice Junction ,13
13,Intron in a ncRNA,134236947,2655.0,134234292,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134236948,,134236947,,Splice Junction ,14
14,Exon in a ncRNA,134237033,85.0,134236948,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134237033,,134237033,,Splice Junction ,15
15,Intron in a ncRNA,134237149,116.0,134237033,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134237150,,134237149,,Splice Junction ,16
16,Exon in a ncRNA,134237235,85.0,134237150,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134237235,,134237235,,Splice Junction ,17
17,Intron in a ncRNA,134238536,1301.0,134237235,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134238537,,134238536,,Splice Junction ,18
18,Exon in a ncRNA,134238675,138.0,134238537,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134238675,,134238675,,Splice Junction ,19
19,Intron in a ncRNA,134239697,1022.0,134238675,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134239698,,134239697,,Splice Junction ,20
20,Exon in a ncRNA,134239779,81.0,134239698,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134239779,,134239779,,Splice Junction ,21
21,Intron in a ncRNA,134240185,406.0,134239779,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134240186,,134240185,,Splice Junction ,22
22,Exon in a ncRNA,134240293,107.0,134240186,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134240293,,134240293,,Splice Junction ,23
23,Intron in a ncRNA,134240900,607.0,134240293,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134240901,,134240900,,Splice Junction ,24
24,Exon in a ncRNA,134241042,141.0,134240901,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134241042,,134241042,,Splice Junction ,25
25,Intron in a ncRNA,134241313,271.0,134241042,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134241314,,134241313,,Splice Junction ,26
26,Exon in a ncRNA,134241386,72.0,134241314,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134241386,,134241386,,Splice Junction ,27
27,Intron in a ncRNA,134241644,258.0,134241386,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134241645,,134241644,,Splice Junction ,28
28,Exon in a ncRNA,134241724,79.0,134241645,15.0,Exon,15
28,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134241724,,134241724,,Splice Junction ,29
29,Intron in a ncRNA,134242322,598.0,134241724,15.0,Intron,15
29,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134242323,,134242322,,Splice Junction ,30
30,Exon in a ncRNA,134242492,169.0,134242323,16.0,Exon,16
30,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134242492,,134242492,,Splice Junction ,31
31,Intron in a ncRNA,134243613,1121.0,134242492,16.0,Intron,16
31,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134243614,,134243613,,Splice Junction ,32
32,Exon in a ncRNA,134243702,88.0,134243614,17.0,Exon,17
32,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134243702,,134243702,,Splice Junction ,33
33,Intron in a ncRNA,134244037,335.0,134243702,17.0,Intron,17
33,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134244038,,134244037,,Splice Junction ,34
34,Exon in a ncRNA,134244150,112.0,134244038,18.0,Exon,18
34,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134244150,,134244150,,Splice Junction ,35
35,Intron in a ncRNA,134244494,344.0,134244150,18.0,Intron,18
35,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134244495,,134244494,,Splice Junction ,36
36,Exon in a ncRNA,134244612,117.0,134244495,19.0,Exon,19
36,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134244612,,134244612,,Splice Junction ,37
37,Intron in a ncRNA,134244864,252.0,134244612,19.0,Intron,19
37,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134244865,,134244864,,Splice Junction ,38
38,Exon in a ncRNA,134245918,1053.0,134244865,20.0,Exon,20
38,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134245918,,134245918,,Splice Junction ,39
39,Intron in a ncRNA,134247010,1092.0,134245918,20.0,Intron,20
39,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134247011,,134247010,,Splice Junction ,40
40,Exon in a ncRNA,134247148,137.0,134247011,21.0,Exon,21
40,Splice Junction Exon in a ncRNA to Intron in a ncRNA,134247148,,134247148,,Splice Junction ,41
41,Intron in a ncRNA,134247956,808.0,134247148,21.0,Intron,21
41,Splice Junction Intron in a ncRNA to Exon in a ncRNA,134247957,,134247956,,Splice Junction ,42
42,Exon in a ncRNA,134248235,278.0,134247957,22.0,Exon,22
