,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,1130584,G107.1,1130564,507,IonXpress_SFPQ_N
1,1130631,G107.2,1130608,26218,IonXpress_SFPQ_N
2,1248756,G253.1,1248729,46,IonXpress_SFPQ_N
3,1248775,G253.2,1248758,13,IonXpress_SFPQ_N
4,1252484,G255.1,1252466,662,IonXpress_SFPQ_N
5,1252495,G255.2,1252485,375,IonXpress_SFPQ_N
6,1822487,G256.1,1822459,488,IonXpress_SFPQ_N
7,1822585,G256.2,1822520,51,IonXpress_SFPQ_N
8,1130509,G51.1,1130492,136,IonXpress_NONO_N
9,1130583,G51.2,1130565,310,IonXpress_NONO_N
10,1130630,G51.3,1130608,30461,IonXpress_NONO_N
11,1251117,G176.1,1251096,56,IonXpress_NONO_N
12,1252495,G177.1,1252481,48,IonXpress_NONO_N
13,1822488,G178.1,1822460,20,IonXpress_NONO_N
