,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,106807,G1616.1,106774,242,IonXpress_SFPQ_N
1,106879,G1617.1,106865,17,IonXpress_SFPQ_N
2,106913,G1617.2,106896,46,IonXpress_SFPQ_N
3,106996,G1618.1,106974,151,IonXpress_SFPQ_N
4,107157,G1619.1,107136,2521,IonXpress_SFPQ_N
5,107369,G1620.1,107350,29,IonXpress_SFPQ_N
6,107424,G1620.2,107397,410,IonXpress_SFPQ_N
7,107462,G1620.3,107443,356,IonXpress_SFPQ_N
8,107536,G1621.1,107481,4054,IonXpress_SFPQ_N
9,107672,G1622.1,107642,197,IonXpress_SFPQ_N
10,107720,G1622.2,107703,26,IonXpress_SFPQ_N
11,107742,G1622.3,107727,16,IonXpress_SFPQ_N
12,107790,G1622.4,107752,203,IonXpress_SFPQ_N
13,107817,G1622.5,107794,34,IonXpress_SFPQ_N
14,107971,G1623.1,107954,2878,IonXpress_SFPQ_N
15,107993,G1623.2,107972,8503,IonXpress_SFPQ_N
16,108035,G1623.3,108011,409,IonXpress_SFPQ_N
17,108073,G1623.4,108053,29,IonXpress_SFPQ_N
18,108301,G1624.1,108275,12,IonXpress_SFPQ_N
19,108498,G1625.1,108484,38,IonXpress_SFPQ_N
20,106807,G1387.1,106775,205,IonXpress_NONO_N
21,106909,G1388.1,106898,34,IonXpress_NONO_N
22,106932,G1389.1,106919,81,IonXpress_NONO_N
23,106996,G1389.2,106974,304,IonXpress_NONO_N
24,107172,G1390.1,107136,421,IonXpress_NONO_N
25,107306,G1392.1,107295,10,IonXpress_NONO_N
26,107355,G1392.2,107328,40,IonXpress_NONO_N
27,107371,G1392.3,107360,19,IonXpress_NONO_N
28,107429,G1392.4,107417,194,IonXpress_NONO_N
29,107463,G1392.5,107443,811,IonXpress_NONO_N
30,107537,G1393.1,107481,922,IonXpress_NONO_N
31,107583,G1393.2,107568,137,IonXpress_NONO_N
32,107661,G1394.1,107642,125,IonXpress_NONO_N
33,107693,G1394.2,107674,413,IonXpress_NONO_N
34,107748,G1394.3,107701,183,IonXpress_NONO_N
35,107789,G1395.1,107763,31,IonXpress_NONO_N
36,107814,G1395.2,107799,17,IonXpress_NONO_N
37,107969,G1396.1,107956,310,IonXpress_NONO_N
38,107993,G1396.2,107972,1907,IonXpress_NONO_N
39,108035,G1396.3,108011,63,IonXpress_NONO_N
40,108074,G1397.1,108061,55,IonXpress_NONO_N
41,108306,G1398.1,108286,15,IonXpress_NONO_N
42,108502,G1399.1,108484,30,IonXpress_NONO_N
