,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,119548,G235.1,119520,1096,IonXpress_SFPQ_N
1,119603,G235.2,119549,6843,IonXpress_SFPQ_N
2,119658,G235.3,119640,1206,IonXpress_SFPQ_N
3,119721,G235.4,119709,636,IonXpress_SFPQ_N
4,119794,G235.5,119768,2515,IonXpress_SFPQ_N
5,119850,G235.6,119835,3934,IonXpress_SFPQ_N
6,119566,G168.1,119521,1607,IonXpress_NONO_N
7,119631,G168.2,119616,718,IonXpress_NONO_N
8,119763,G168.3,119641,3671,IonXpress_NONO_N
9,119801,G168.4,119766,1515,IonXpress_NONO_N
10,119851,G168.5,119835,2436,IonXpress_NONO_N
