,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,95066758,573.0,95066185,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,95066758,,95066758,,Splice Junction ,1
1,Intron in a ncRNA,95069775,3017.0,95066758,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,95069776,,95069775,,Splice Junction ,2
2,Exon in a ncRNA,95069924,148.0,95069776,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,95069924,,95069924,,Splice Junction ,3
3,Intron in a ncRNA,95070289,365.0,95069924,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,95070290,,95070289,,Splice Junction ,4
4,Exon in a ncRNA,95070400,110.0,95070290,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,95070400,,95070400,,Splice Junction ,5
5,Intron in a ncRNA,95072775,2375.0,95070400,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,95072776,,95072775,,Splice Junction ,6
6,Exon in a ncRNA,95072967,191.0,95072776,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,95072967,,95072967,,Splice Junction ,7
7,Intron in a ncRNA,95076469,3502.0,95072967,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,95076470,,95076469,,Splice Junction ,8
8,Exon in a ncRNA,95076570,100.0,95076470,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,95076570,,95076570,,Splice Junction ,9
9,Intron in a ncRNA,95079627,3057.0,95076570,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,95079628,,95079627,,Splice Junction ,10
10,Exon in a ncRNA,95079770,142.0,95079628,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,95079770,,95079770,,Splice Junction ,11
11,Intron in a ncRNA,95082833,3063.0,95079770,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,95082834,,95082833,,Splice Junction ,12
12,Exon in a ncRNA,95082930,96.0,95082834,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,95082930,,95082930,,Splice Junction ,13
13,Intron in a ncRNA,95085581,2651.0,95082930,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,95085582,,95085581,,Splice Junction ,14
14,Exon in a ncRNA,95085722,140.0,95085582,8.0,Exon,8
