,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,16342374,74.0,16342300,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16342374,,16342374,,Splice Junction ,1
1,Intron in a ncRNA,16343497,1123.0,16342374,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16343498,,16343497,,Splice Junction ,2
2,Exon in a ncRNA,16343567,69.0,16343498,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16343567,,16343567,,Splice Junction ,3
3,Intron in a ncRNA,16344386,819.0,16343567,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16344387,,16344386,,Splice Junction ,4
4,Exon in a ncRNA,16344444,57.0,16344387,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,16344444,,16344444,,Splice Junction ,5
5,Intron in a ncRNA,16373614,29170.0,16344444,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,16373615,,16373614,,Splice Junction ,6
6,Exon in a ncRNA,16373962,347.0,16373615,4.0,Exon,4
