,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,233231609,109.0,233231500,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233231609,,233231609,,Splice Junction ,1
1,Intron in a ncRNA,233248543,16934.0,233231609,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,233248544,,233248543,,Splice Junction ,2
2,Exon in a ncRNA,233248712,168.0,233248544,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233248712,,233248712,,Splice Junction ,3
3,Intron in a ncRNA,233270757,22045.0,233248712,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,233270758,,233270757,,Splice Junction ,4
4,Exon in a ncRNA,233270936,178.0,233270758,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233270936,,233270936,,Splice Junction ,5
5,Intron in a ncRNA,233275458,4522.0,233270936,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,233275459,,233275458,,Splice Junction ,6
6,Exon in a ncRNA,233275601,142.0,233275459,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233275601,,233275601,,Splice Junction ,7
7,Intron in a ncRNA,233296027,20426.0,233275601,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,233296028,,233296027,,Splice Junction ,8
8,Exon in a ncRNA,233296179,151.0,233296028,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233296179,,233296179,,Splice Junction ,9
9,Intron in a ncRNA,233297015,836.0,233296179,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,233297016,,233297015,,Splice Junction ,10
10,Exon in a ncRNA,233297109,93.0,233297016,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233297109,,233297109,,Splice Junction ,11
11,Intron in a ncRNA,233313546,16437.0,233297109,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,233313547,,233313546,,Splice Junction ,12
12,Exon in a ncRNA,233313644,97.0,233313547,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233313644,,233313644,,Splice Junction ,13
13,Intron in a ncRNA,233314810,1166.0,233313644,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,233314811,,233314810,,Splice Junction ,14
14,Exon in a ncRNA,233314921,110.0,233314811,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233314921,,233314921,,Splice Junction ,15
15,Intron in a ncRNA,233334683,19762.0,233314921,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,233334684,,233334683,,Splice Junction ,16
16,Exon in a ncRNA,233334776,92.0,233334684,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233334776,,233334776,,Splice Junction ,17
17,Intron in a ncRNA,233335898,1122.0,233334776,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,233335899,,233335898,,Splice Junction ,18
18,Exon in a ncRNA,233336010,111.0,233335899,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233336010,,233336010,,Splice Junction ,19
19,Intron in a ncRNA,233344262,8252.0,233336010,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,233344263,,233344262,,Splice Junction ,20
20,Exon in a ncRNA,233344435,172.0,233344263,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233344435,,233344435,,Splice Junction ,21
21,Intron in a ncRNA,233353643,9208.0,233344435,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,233353644,,233353643,,Splice Junction ,22
22,Exon in a ncRNA,233353677,33.0,233353644,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233353677,,233353677,,Splice Junction ,23
23,Intron in a ncRNA,233353775,98.0,233353677,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,233353776,,233353775,,Splice Junction ,24
24,Exon in a ncRNA,233353930,154.0,233353776,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,233353930,,233353930,,Splice Junction ,25
