,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,76782073,1048.0,76781025,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,76782073,,76782073,,Splice Junction ,1
1,Intron in a ncRNA,76785591,3518.0,76782073,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,76785592,,76785591,,Splice Junction ,2
2,Exon in a ncRNA,76785680,88.0,76785592,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,76785680,,76785680,,Splice Junction ,3
3,Intron in a ncRNA,76787340,1660.0,76785680,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,76787341,,76787340,,Splice Junction ,4
4,Exon in a ncRNA,76787671,330.0,76787341,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,76787671,,76787671,,Splice Junction ,5
5,Intron in a ncRNA,76788464,793.0,76787671,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,76788465,,76788464,,Splice Junction ,6
6,Exon in a ncRNA,76788572,107.0,76788465,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,76788572,,76788572,,Splice Junction ,7
7,Intron in a ncRNA,76793176,4604.0,76788572,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,76793177,,76793176,,Splice Junction ,8
8,Exon in a ncRNA,76793320,143.0,76793177,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,76793320,,76793320,,Splice Junction ,9
9,Intron in a ncRNA,76794278,958.0,76793320,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,76794279,,76794278,,Splice Junction ,10
10,Exon in a ncRNA,76794465,186.0,76794279,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,76794465,,76794465,,Splice Junction ,11
11,Intron in a ncRNA,76797438,2973.0,76794465,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,76797439,,76797438,,Splice Junction ,12
12,Exon in a ncRNA,76797826,387.0,76797439,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,76797826,,76797826,,Splice Junction ,13
13,Intron in a ncRNA,76802482,4656.0,76797826,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,76802483,,76802482,,Splice Junction ,14
14,Exon in a ncRNA,76803138,655.0,76802483,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,76803138,,76803138,,Splice Junction ,15
15,Intron in a ncRNA,76804077,939.0,76803138,8.0,Intron,8
