,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,1122957,3114.0,1119843,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1122957,,1122957,,Splice Junction ,1
1,Intron in a ncRNA,1123845,888.0,1122957,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1123846,,1123845,,Splice Junction ,2
2,Exon in a ncRNA,1123943,97.0,1123846,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1123943,,1123943,,Splice Junction ,3
3,Intron in a ncRNA,1125949,2006.0,1123943,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1125950,,1125949,,Splice Junction ,4
4,Exon in a ncRNA,1126046,96.0,1125950,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1126046,,1126046,,Splice Junction ,5
5,Intron in a ncRNA,1126350,304.0,1126046,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1126351,,1126350,,Splice Junction ,6
6,Exon in a ncRNA,1126416,65.0,1126351,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1126416,,1126416,,Splice Junction ,7
7,Intron in a ncRNA,1130341,3925.0,1126416,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1130342,,1130341,,Splice Junction ,8
8,Exon in a ncRNA,1130478,136.0,1130342,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1130478,,1130478,,Splice Junction ,9
9,Intron in a ncRNA,1132224,1746.0,1130478,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1132225,,1132224,,Splice Junction ,10
10,Exon in a ncRNA,1132297,72.0,1132225,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1132297,,1132297,,Splice Junction ,11
11,Intron in a ncRNA,1139390,7093.0,1132297,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1139391,,1139390,,Splice Junction ,12
12,Exon in a ncRNA,1139436,45.0,1139391,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1139436,,1139436,,Splice Junction ,13
13,Intron in a ncRNA,1142108,2672.0,1139436,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1142109,,1142108,,Splice Junction ,14
14,Exon in a ncRNA,1142186,77.0,1142109,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1142186,,1142186,,Splice Junction ,15
15,Intron in a ncRNA,1149537,7351.0,1142186,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1149538,,1149537,,Splice Junction ,16
16,Exon in a ncRNA,1149776,238.0,1149538,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1149776,,1149776,,Splice Junction ,17
17,Intron in a ncRNA,1151064,1288.0,1149776,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1151065,,1151064,,Splice Junction ,18
18,Exon in a ncRNA,1151181,116.0,1151065,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1151181,,1151181,,Splice Junction ,19
19,Intron in a ncRNA,1170156,18975.0,1151181,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1170157,,1170156,,Splice Junction ,20
20,Exon in a ncRNA,1170292,135.0,1170157,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1170292,,1170292,,Splice Junction ,21
21,Intron in a ncRNA,1170848,556.0,1170292,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1170849,,1170848,,Splice Junction ,22
22,Exon in a ncRNA,1170964,115.0,1170849,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,1170964,,1170964,,Splice Junction ,23
23,Intron in a ncRNA,1175151,4187.0,1170964,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,1175152,,1175151,,Splice Junction ,24
24,Exon in a ncRNA,1178237,3085.0,1175152,13.0,Exon,13
