,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,21962848,279.0,21962569,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21962848,,21962848,,Splice Junction ,1
1,Intron in a ncRNA,21970259,7411.0,21962848,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21970260,,21970259,,Splice Junction ,2
2,Exon in a ncRNA,21970305,45.0,21970260,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21970305,,21970305,,Splice Junction ,3
3,Intron in a ncRNA,22002699,32394.0,21970305,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22002700,,22002699,,Splice Junction ,4
4,Exon in a ncRNA,22002879,179.0,22002700,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22002879,,22002879,,Splice Junction ,5
5,Intron in a ncRNA,22015171,12292.0,22002879,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22015172,,22015171,,Splice Junction ,6
6,Exon in a ncRNA,22015284,112.0,22015172,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22015284,,22015284,,Splice Junction ,7
7,Intron in a ncRNA,22016783,1499.0,22015284,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22016784,,22016783,,Splice Junction ,8
8,Exon in a ncRNA,22016857,73.0,22016784,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22016857,,22016857,,Splice Junction ,9
9,Intron in a ncRNA,22019827,2970.0,22016857,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22019828,,22019827,,Splice Junction ,10
10,Exon in a ncRNA,22019983,155.0,22019828,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22019983,,22019983,,Splice Junction ,11
11,Intron in a ncRNA,22021826,1843.0,22019983,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22021827,,22021826,,Splice Junction ,12
12,Exon in a ncRNA,22022016,189.0,22021827,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22022016,,22022016,,Splice Junction ,13
13,Intron in a ncRNA,22022431,415.0,22022016,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22022432,,22022431,,Splice Junction ,14
14,Exon in a ncRNA,22022521,89.0,22022432,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22022521,,22022521,,Splice Junction ,15
15,Intron in a ncRNA,22022695,174.0,22022521,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22022696,,22022695,,Splice Junction ,16
16,Exon in a ncRNA,22023058,362.0,22022696,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22023058,,22023058,,Splice Junction ,17
17,Intron in a ncRNA,22024066,1008.0,22023058,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22024067,,22024066,,Splice Junction ,18
18,Exon in a ncRNA,22024164,97.0,22024067,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22024164,,22024164,,Splice Junction ,19
19,Intron in a ncRNA,22027356,3192.0,22024164,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22027357,,22027356,,Splice Junction ,20
20,Exon in a ncRNA,22027489,132.0,22027357,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22027489,,22027489,,Splice Junction ,21
21,Intron in a ncRNA,22028957,1468.0,22027489,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22028958,,22028957,,Splice Junction ,22
22,Exon in a ncRNA,22029165,207.0,22028958,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,22029165,,22029165,,Splice Junction ,23
23,Intron in a ncRNA,22030866,1701.0,22029165,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,22030867,,22030866,,Splice Junction ,24
24,Exon in a ncRNA,22032559,1692.0,22030867,13.0,Exon,13
