,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,2665,G506.1,2642,35,IonXpress_SFPQ_N
1,2889,G507.1,2858,21,IonXpress_SFPQ_N
2,2947,G507.2,2916,12,IonXpress_SFPQ_N
3,3032,G507.3,3017,26,IonXpress_SFPQ_N
4,3070,G507.4,3051,228,IonXpress_SFPQ_N
5,3124,G507.5,3096,38,IonXpress_SFPQ_N
6,3205,G507.6,3151,27,IonXpress_SFPQ_N
7,3544,G508.1,3527,43,IonXpress_SFPQ_N
8,3601,G508.2,3572,60,IonXpress_SFPQ_N
9,3918,G509.1,3854,67,IonXpress_SFPQ_N
10,3993,G510.1,3958,54,IonXpress_SFPQ_N
11,4058,G510.2,4042,6,IonXpress_SFPQ_N
12,4206,G511.1,4184,19,IonXpress_SFPQ_N
13,4240,G511.2,4223,14,IonXpress_SFPQ_N
14,4279,G511.3,4267,3,IonXpress_SFPQ_N
15,4321,G511.4,4304,14,IonXpress_SFPQ_N
16,4458,G512.1,4436,109,IonXpress_SFPQ_N
17,4484,G512.2,4465,36,IonXpress_SFPQ_N
18,4548,G513.1,4527,39,IonXpress_SFPQ_N
19,4612,G513.2,4577,34,IonXpress_SFPQ_N
20,4718,G514.1,4700,5,IonXpress_SFPQ_N
21,4889,G515.1,4876,20,IonXpress_SFPQ_N
22,4935,G515.2,4901,63,IonXpress_SFPQ_N
23,5018,G516.1,4987,59,IonXpress_SFPQ_N
24,5036,G516.2,5024,16,IonXpress_SFPQ_N
25,5205,G517.1,5189,38,IonXpress_SFPQ_N
26,5545,G518.1,5518,24,IonXpress_SFPQ_N
27,5663,G519.1,5626,118,IonXpress_SFPQ_N
28,5852,G520.1,5823,242,IonXpress_SFPQ_N
29,5880,G520.2,5859,98,IonXpress_SFPQ_N
30,5912,G520.3,5886,43,IonXpress_SFPQ_N
31,5960,G520.4,5947,7,IonXpress_SFPQ_N
32,6082,G521.1,6062,51,IonXpress_SFPQ_N
33,6129,G521.2,6089,39,IonXpress_SFPQ_N
34,6187,G521.3,6172,7,IonXpress_SFPQ_N
35,6503,G522.1,6485,22,IonXpress_SFPQ_N
36,6553,G522.2,6525,23,IonXpress_SFPQ_N
37,6681,G523.1,6655,22,IonXpress_SFPQ_N
38,6734,G523.2,6707,28,IonXpress_SFPQ_N
39,6934,G524.1,6889,43,IonXpress_SFPQ_N
40,7001,G524.2,6958,28,IonXpress_SFPQ_N
41,7065,G525.1,7026,19,IonXpress_SFPQ_N
42,7156,G525.2,7119,78,IonXpress_SFPQ_N
43,7210,G525.3,7190,56,IonXpress_SFPQ_N
44,7885,G526.1,7834,26,IonXpress_SFPQ_N
45,7953,G526.2,7922,32,IonXpress_SFPQ_N
46,7993,G526.3,7960,33,IonXpress_SFPQ_N
47,8034,G526.4,8013,80,IonXpress_SFPQ_N
48,8157,G527.1,8130,11,IonXpress_SFPQ_N
49,8193,G527.2,8159,32,IonXpress_SFPQ_N
50,8271,G527.3,8246,23,IonXpress_SFPQ_N
51,1410,G451.1,1382,76,IonXpress_NONO_N
52,1865,G452.1,1813,66,IonXpress_NONO_N
53,2178,G453.1,2159,9,IonXpress_NONO_N
54,2220,G453.2,2196,9,IonXpress_NONO_N
55,2278,G453.3,2257,22,IonXpress_NONO_N
56,2385,G454.1,2355,46,IonXpress_NONO_N
57,2567,G455.1,2549,20,IonXpress_NONO_N
58,2589,G455.2,2570,21,IonXpress_NONO_N
59,2922,G456.1,2828,63,IonXpress_NONO_N
60,2982,G456.2,2948,14,IonXpress_NONO_N
61,3036,G456.3,2983,120,IonXpress_NONO_N
62,3070,G456.4,3052,1221,IonXpress_NONO_N
63,3160,G456.5,3090,158,IonXpress_NONO_N
64,3198,G456.6,3166,71,IonXpress_NONO_N
65,3245,G456.7,3231,10,IonXpress_NONO_N
66,3290,G456.8,3250,37,IonXpress_NONO_N
67,3329,G457.1,3294,27,IonXpress_NONO_N
68,3379,G457.2,3356,220,IonXpress_NONO_N
69,3422,G457.3,3398,110,IonXpress_NONO_N
70,3442,G457.4,3429,5,IonXpress_NONO_N
71,3503,G457.5,3492,4,IonXpress_NONO_N
72,3611,G457.6,3527,126,IonXpress_NONO_N
73,3651,G457.7,3637,7,IonXpress_NONO_N
74,3743,G458.1,3725,12,IonXpress_NONO_N
75,3780,G458.2,3762,45,IonXpress_NONO_N
76,3822,G458.3,3812,6,IonXpress_NONO_N
77,3879,G458.4,3836,74,IonXpress_NONO_N
78,3996,G459.1,3974,175,IonXpress_NONO_N
79,4064,G459.2,4044,25,IonXpress_NONO_N
80,4114,G459.3,4065,48,IonXpress_NONO_N
81,4148,G459.4,4129,35,IonXpress_NONO_N
82,4164,G459.5,4150,18,IonXpress_NONO_N
83,4196,G459.6,4168,29,IonXpress_NONO_N
84,4218,G459.7,4207,4,IonXpress_NONO_N
85,4250,G459.8,4227,26,IonXpress_NONO_N
86,4353,G460.1,4296,77,IonXpress_NONO_N
