,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,111890644,627.0,111890017,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111890644,,111890644,,Splice Junction ,1
1,Intron in a ncRNA,111891479,835.0,111890644,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111891480,,111891479,,Splice Junction ,2
2,Exon in a ncRNA,111891649,169.0,111891480,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111891649,,111891649,,Splice Junction ,3
3,Intron in a ncRNA,111893831,2182.0,111891649,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111893832,,111893831,,Splice Junction ,4
4,Exon in a ncRNA,111894060,228.0,111893832,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111894060,,111894060,,Splice Junction ,5
5,Intron in a ncRNA,111895016,956.0,111894060,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111895017,,111895016,,Splice Junction ,6
6,Exon in a ncRNA,111895163,146.0,111895017,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111895163,,111895163,,Splice Junction ,7
7,Intron in a ncRNA,111902464,7301.0,111895163,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111902465,,111902464,,Splice Junction ,8
8,Exon in a ncRNA,111902519,54.0,111902465,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111902519,,111902519,,Splice Junction ,9
9,Intron in a ncRNA,111907910,5391.0,111902519,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111907911,,111907910,,Splice Junction ,10
10,Exon in a ncRNA,111908044,133.0,111907911,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111908044,,111908044,,Splice Junction ,11
11,Intron in a ncRNA,111908360,316.0,111908044,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111908361,,111908360,,Splice Junction ,12
12,Exon in a ncRNA,111908546,185.0,111908361,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111908546,,111908546,,Splice Junction ,13
13,Intron in a ncRNA,111923515,14969.0,111908546,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111923516,,111923515,,Splice Junction ,14
14,Exon in a ncRNA,111923669,153.0,111923516,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111923669,,111923669,,Splice Junction ,15
15,Intron in a ncRNA,111924563,894.0,111923669,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111924564,,111924563,,Splice Junction ,16
16,Exon in a ncRNA,111924628,64.0,111924564,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111924628,,111924628,,Splice Junction ,17
17,Intron in a ncRNA,111926278,1650.0,111924628,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111926279,,111926278,,Splice Junction ,18
18,Exon in a ncRNA,111926584,305.0,111926279,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111926584,,111926584,,Splice Junction ,19
19,Intron in a ncRNA,111947351,20767.0,111926584,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111947352,,111947351,,Splice Junction ,20
20,Exon in a ncRNA,111947423,71.0,111947352,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111947423,,111947423,,Splice Junction ,21
21,Intron in a ncRNA,111947693,270.0,111947423,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111947694,,111947693,,Splice Junction ,22
22,Exon in a ncRNA,111947802,108.0,111947694,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111947802,,111947802,,Splice Junction ,23
23,Intron in a ncRNA,111948187,385.0,111947802,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111948188,,111948187,,Splice Junction ,24
24,Exon in a ncRNA,111948386,198.0,111948188,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111948386,,111948386,,Splice Junction ,25
25,Intron in a ncRNA,111951159,2773.0,111948386,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111951160,,111951159,,Splice Junction ,26
26,Exon in a ncRNA,111951343,183.0,111951160,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111951343,,111951343,,Splice Junction ,27
27,Intron in a ncRNA,111953956,2613.0,111951343,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111953957,,111953956,,Splice Junction ,28
28,Exon in a ncRNA,111954167,210.0,111953957,15.0,Exon,15
28,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111954167,,111954167,,Splice Junction ,29
29,Intron in a ncRNA,111956051,1884.0,111954167,15.0,Intron,15
29,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111956052,,111956051,,Splice Junction ,30
30,Exon in a ncRNA,111956231,179.0,111956052,16.0,Exon,16
30,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111956231,,111956231,,Splice Junction ,31
31,Intron in a ncRNA,111957681,1450.0,111956231,16.0,Intron,16
31,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111957682,,111957681,,Splice Junction ,32
32,Exon in a ncRNA,111957880,198.0,111957682,17.0,Exon,17
32,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111957880,,111957880,,Splice Junction ,33
33,Intron in a ncRNA,111958684,804.0,111957880,17.0,Intron,17
33,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111958685,,111958684,,Splice Junction ,34
34,Exon in a ncRNA,111958777,92.0,111958685,18.0,Exon,18
34,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111958777,,111958777,,Splice Junction ,35
35,Intron in a ncRNA,111962994,4217.0,111958777,18.0,Intron,18
35,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111962995,,111962994,,Splice Junction ,36
36,Exon in a ncRNA,111963120,125.0,111962995,19.0,Exon,19
36,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111963120,,111963120,,Splice Junction ,37
37,Intron in a ncRNA,111990082,26962.0,111963120,19.0,Intron,19
37,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111990083,,111990082,,Splice Junction ,38
38,Exon in a ncRNA,111990234,151.0,111990083,20.0,Exon,20
38,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111990234,,111990234,,Splice Junction ,39
39,Intron in a ncRNA,111990708,474.0,111990234,20.0,Intron,20
39,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111990709,,111990708,,Splice Junction ,40
40,Exon in a ncRNA,111990781,72.0,111990709,21.0,Exon,21
40,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111990781,,111990781,,Splice Junction ,41
41,Intron in a ncRNA,111991960,1179.0,111990781,21.0,Intron,21
41,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111991961,,111991960,,Splice Junction ,42
42,Exon in a ncRNA,111992021,60.0,111991961,22.0,Exon,22
42,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111992021,,111992021,,Splice Junction ,43
43,Intron in a ncRNA,111993685,1664.0,111992021,22.0,Intron,22
43,Splice Junction Intron in a ncRNA to Exon in a ncRNA,111993686,,111993685,,Splice Junction ,44
44,Exon in a ncRNA,111993723,37.0,111993686,23.0,Exon,23
44,Splice Junction Exon in a ncRNA to Intron in a ncRNA,111993723,,111993723,,Splice Junction ,45
45,Intron in a ncRNA,112036586,42863.0,111993723,23.0,Intron,23
45,Splice Junction Intron in a ncRNA to Exon in a ncRNA,112036587,,112036586,,Splice Junction ,46
46,Exon in a ncRNA,112037480,893.0,112036587,24.0,Exon,24
