,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,196796131,42.0,196796089,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196796131,,196796131,,Splice Junction ,1
1,Intron in a ncRNA,196802706,6575.0,196796131,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196802707,,196802706,,Splice Junction ,2
2,Exon in a ncRNA,196802741,34.0,196802707,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196802741,,196802741,,Splice Junction ,3
3,Intron in a ncRNA,196803455,714.0,196802741,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196803456,,196803455,,Splice Junction ,4
4,Exon in a ncRNA,196803556,100.0,196803456,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196803556,,196803556,,Splice Junction ,5
5,Intron in a ncRNA,196812449,8893.0,196803556,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196812450,,196812449,,Splice Junction ,6
6,Exon in a ncRNA,196812627,177.0,196812450,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196812627,,196812627,,Splice Junction ,7
7,Intron in a ncRNA,196817781,5154.0,196812627,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196817782,,196817781,,Splice Junction ,8
8,Exon in a ncRNA,196817897,115.0,196817782,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196817897,,196817897,,Splice Junction ,9
9,Intron in a ncRNA,196857396,39499.0,196817897,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196857397,,196857396,,Splice Junction ,10
10,Exon in a ncRNA,196857542,145.0,196857397,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196857542,,196857542,,Splice Junction ,11
11,Intron in a ncRNA,196863411,5869.0,196857542,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196863412,,196863411,,Splice Junction ,12
12,Exon in a ncRNA,196863549,137.0,196863412,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196863549,,196863549,,Splice Junction ,13
13,Intron in a ncRNA,196865091,1542.0,196863549,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196865092,,196865091,,Splice Junction ,14
14,Exon in a ncRNA,196865262,170.0,196865092,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196865262,,196865262,,Splice Junction ,15
15,Intron in a ncRNA,196867009,1747.0,196865262,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196867010,,196867009,,Splice Junction ,16
16,Exon in a ncRNA,196867135,125.0,196867010,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196867135,,196867135,,Splice Junction ,17
17,Intron in a ncRNA,196869587,2452.0,196867135,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196869588,,196869587,,Splice Junction ,18
18,Exon in a ncRNA,196869639,51.0,196869588,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196869639,,196869639,,Splice Junction ,19
19,Intron in a ncRNA,196921294,51655.0,196869639,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,196921295,,196921294,,Splice Junction ,20
20,Exon in a ncRNA,196921460,165.0,196921295,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,196921460,,196921460,,Splice Junction ,21
21,Intron in a ncRNA,197009548,88088.0,196921460,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,197009549,,197009548,,Splice Junction ,22
22,Exon in a ncRNA,197009716,167.0,197009549,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,197009716,,197009716,,Splice Junction ,23
23,Intron in a ncRNA,197023215,13499.0,197009716,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,197023216,,197023215,,Splice Junction ,24
24,Exon in a ncRNA,197023348,132.0,197023216,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,197023348,,197023348,,Splice Junction ,25
25,Intron in a ncRNA,197024055,707.0,197023348,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,197024056,,197024055,,Splice Junction ,26
26,Exon in a ncRNA,197024106,50.0,197024056,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,197024106,,197024106,,Splice Junction ,27
27,Intron in a ncRNA,197025287,1181.0,197024106,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,197025288,,197025287,,Splice Junction ,28
28,Exon in a ncRNA,197025447,159.0,197025288,15.0,Exon,15
