,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,130630594,1676.0,130628918,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,130630594,,130630594,,Splice Junction ,1
1,Intron in a ncRNA,130668810,38216.0,130630594,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,130668811,,130668810,,Splice Junction ,2
2,Exon in a ncRNA,130668868,57.0,130668811,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,130668868,,130668868,,Splice Junction ,3
3,Intron in a ncRNA,130686954,18086.0,130668868,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,130686955,,130686954,,Splice Junction ,4
4,Exon in a ncRNA,130687079,124.0,130686955,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,130687079,,130687079,,Splice Junction ,5
5,Intron in a ncRNA,130737182,50103.0,130687079,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,130737183,,130737182,,Splice Junction ,6
6,Exon in a ncRNA,130737314,131.0,130737183,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,130737314,,130737314,,Splice Junction ,7
7,Intron in a ncRNA,130792477,55163.0,130737314,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,130792478,,130792477,,Splice Junction ,8
8,Exon in a ncRNA,130793562,1084.0,130792478,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,130793562,,130793562,,Splice Junction ,9
9,Intron in a ncRNA,130794494,932.0,130793562,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,130794495,,130794494,,Splice Junction ,10
10,Exon in a ncRNA,130794653,158.0,130794495,6.0,Exon,6
