,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,72783416,433.0,72782983,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,72783416,,72783416,,Splice Junction ,1
1,Intron in a ncRNA,72797241,13825.0,72783416,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,72797242,,72797241,,Splice Junction ,2
2,Exon in a ncRNA,72797297,55.0,72797242,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,72797297,,72797297,,Splice Junction ,3
3,Intron in a ncRNA,72798538,1241.0,72797297,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,72798539,,72798538,,Splice Junction ,4
4,Exon in a ncRNA,72798621,82.0,72798539,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,72798621,,72798621,,Splice Junction ,5
5,Intron in a ncRNA,72804251,5630.0,72798621,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,72804252,,72804251,,Splice Junction ,6
6,Exon in a ncRNA,72804408,156.0,72804252,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,72804408,,72804408,,Splice Junction ,7
7,Intron in a ncRNA,72899159,94751.0,72804408,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,72899160,,72899159,,Splice Junction ,8
8,Exon in a ncRNA,72899217,57.0,72899160,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,72899217,,72899217,,Splice Junction ,9
9,Intron in a ncRNA,72899487,270.0,72899217,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,72899488,,72899487,,Splice Junction ,10
10,Exon in a ncRNA,72899548,60.0,72899488,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,72899548,,72899548,,Splice Junction ,11
11,Intron in a ncRNA,72900788,1240.0,72899548,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,72900789,,72900788,,Splice Junction ,12
12,Exon in a ncRNA,72906937,6148.0,72900789,7.0,Exon,7
