,ClusterEnd,ClusterID,ClusterStart,ConversionEventCount,Dataset
0,182225,G681.1,182205,350,IonXpress_SFPQ_N
1,182261,G681.2,182241,278,IonXpress_SFPQ_N
2,182308,G681.3,182268,666,IonXpress_SFPQ_N
3,2708,G568.1,2692,45,IonXpress_NONO_N
4,3472,G569.1,3443,186,IonXpress_NONO_N
5,4805,G570.1,4744,78,IonXpress_NONO_N
6,9188,G572.1,9159,62,IonXpress_NONO_N
7,9302,G573.1,9289,26,IonXpress_NONO_N
8,9325,G573.2,9310,16,IonXpress_NONO_N
9,18969,G574.1,18944,77,IonXpress_NONO_N
10,19478,G575.1,19461,15,IonXpress_NONO_N
11,21058,G576.1,21037,47,IonXpress_NONO_N
12,22693,G577.1,22671,32,IonXpress_NONO_N
13,23107,G578.1,23065,81,IonXpress_NONO_N
14,23672,G579.1,23650,77,IonXpress_NONO_N
15,24498,G580.1,24479,53,IonXpress_NONO_N
16,28849,G582.1,28828,22,IonXpress_NONO_N
17,28887,G582.2,28868,12,IonXpress_NONO_N
18,28919,G582.3,28889,68,IonXpress_NONO_N
19,30695,G583.1,30675,53,IonXpress_NONO_N
20,33731,G584.1,33711,16,IonXpress_NONO_N
21,33773,G584.2,33754,45,IonXpress_NONO_N
22,33803,G585.1,33783,57,IonXpress_NONO_N
23,33870,G586.1,33857,47,IonXpress_NONO_N
24,35111,G587.1,35077,31,IonXpress_NONO_N
25,35143,G587.2,35112,15,IonXpress_NONO_N
26,35156,G587.3,35149,3,IonXpress_NONO_N
27,42553,G589.1,42522,82,IonXpress_NONO_N
28,43006,G590.1,42976,77,IonXpress_NONO_N
29,43245,G591.1,43225,48,IonXpress_NONO_N
30,46668,G592.1,46640,55,IonXpress_NONO_N
31,47139,G593.1,47121,42,IonXpress_NONO_N
32,50446,G594.1,50430,48,IonXpress_NONO_N
33,50461,G594.2,50448,25,IonXpress_NONO_N
34,50876,G595.1,50857,75,IonXpress_NONO_N
35,53897,G597.1,53869,42,IonXpress_NONO_N
36,53911,G597.2,53898,19,IonXpress_NONO_N
37,56445,G598.1,56426,15,IonXpress_NONO_N
38,56491,G598.2,56471,17,IonXpress_NONO_N
39,56535,G598.3,56501,24,IonXpress_NONO_N
40,56810,G599.1,56778,49,IonXpress_NONO_N
41,62993,G600.1,62960,139,IonXpress_NONO_N
42,63032,G600.2,63003,31,IonXpress_NONO_N
43,63837,G601.1,63798,65,IonXpress_NONO_N
44,64295,G602.1,64275,25,IonXpress_NONO_N
45,64374,G602.2,64339,48,IonXpress_NONO_N
46,64867,G603.1,64843,125,IonXpress_NONO_N
47,67712,G604.1,67698,42,IonXpress_NONO_N
48,67741,G604.2,67715,41,IonXpress_NONO_N
49,70220,G605.1,70202,28,IonXpress_NONO_N
50,70242,G605.2,70222,14,IonXpress_NONO_N
51,70868,G606.1,70847,15,IonXpress_NONO_N
52,71630,G607.1,71593,67,IonXpress_NONO_N
53,74028,G608.1,74013,47,IonXpress_NONO_N
54,80210,G609.1,80179,39,IonXpress_NONO_N
55,80232,G609.2,80216,17,IonXpress_NONO_N
56,86828,G611.1,86816,60,IonXpress_NONO_N
57,91057,G612.1,91028,53,IonXpress_NONO_N
58,91084,G612.2,91065,43,IonXpress_NONO_N
59,97488,G613.1,97454,41,IonXpress_NONO_N
60,97513,G613.2,97495,38,IonXpress_NONO_N
61,101512,G614.1,101471,70,IonXpress_NONO_N
62,112304,G615.1,112281,75,IonXpress_NONO_N
63,115209,G616.1,115188,34,IonXpress_NONO_N
64,115275,G616.2,115252,35,IonXpress_NONO_N
65,115305,G616.3,115285,33,IonXpress_NONO_N
66,115523,G617.1,115502,26,IonXpress_NONO_N
67,115556,G617.2,115542,6,IonXpress_NONO_N
68,126194,G618.1,126154,78,IonXpress_NONO_N
69,139123,G619.1,139108,17,IonXpress_NONO_N
70,139141,G619.2,139126,27,IonXpress_NONO_N
71,182222,G621.1,182211,348,IonXpress_NONO_N
72,182310,G621.2,182269,4281,IonXpress_NONO_N
73,237070,G622.1,237047,12,IonXpress_NONO_N
