,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,21779137,213.0,21778924,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21779137,,21779137,,Splice Junction ,1
1,Intron in a ncRNA,21824366,45229.0,21779137,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21824367,,21824366,,Splice Junction ,2
2,Exon in a ncRNA,21824514,147.0,21824367,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21824514,,21824514,,Splice Junction ,3
3,Intron in a ncRNA,21826992,2478.0,21824514,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21826993,,21826992,,Splice Junction ,4
4,Exon in a ncRNA,21827087,94.0,21826993,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21827087,,21827087,,Splice Junction ,5
5,Intron in a ncRNA,21827653,566.0,21827087,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21827654,,21827653,,Splice Junction ,6
6,Exon in a ncRNA,21827821,167.0,21827654,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21827821,,21827821,,Splice Junction ,7
7,Intron in a ncRNA,21829385,1564.0,21827821,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21829386,,21829385,,Splice Junction ,8
8,Exon in a ncRNA,21829452,66.0,21829386,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21829452,,21829452,,Splice Junction ,9
9,Intron in a ncRNA,21832179,2727.0,21829452,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21832180,,21832179,,Splice Junction ,10
10,Exon in a ncRNA,21832285,105.0,21832180,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,21832285,,21832285,,Splice Junction ,11
11,Intron in a ncRNA,21833865,1580.0,21832285,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,21833866,,21833865,,Splice Junction ,12
12,Exon in a ncRNA,21834032,166.0,21833866,7.0,Exon,7
