,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,79924984,2940.0,79922044,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,79924984,,79924984,,Splice Junction ,1
1,Intron in a ncRNA,79929694,4710.0,79924984,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,79929695,,79929694,,Splice Junction ,2
2,Exon in a ncRNA,79929811,116.0,79929695,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,79929811,,79929811,,Splice Junction ,3
3,Intron in a ncRNA,79945206,15395.0,79929811,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,79945207,,79945206,,Splice Junction ,4
4,Exon in a ncRNA,79945313,106.0,79945207,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,79945313,,79945313,,Splice Junction ,5
5,Intron in a ncRNA,79950221,4908.0,79945313,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,79950222,,79950221,,Splice Junction ,6
6,Exon in a ncRNA,79950800,578.0,79950222,4.0,Exon,4
