,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,132470421,799.0,132469622,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132470421,,132470421,,Splice Junction ,1
1,Intron in a ncRNA,132481201,10780.0,132470421,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132481202,,132481201,,Splice Junction ,2
2,Exon in a ncRNA,132481338,136.0,132481202,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132481338,,132481338,,Splice Junction ,3
3,Intron in a ncRNA,132498184,16846.0,132481338,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132498185,,132498184,,Splice Junction ,4
4,Exon in a ncRNA,132498322,137.0,132498185,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132498322,,132498322,,Splice Junction ,5
5,Intron in a ncRNA,132500234,1912.0,132498322,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132500235,,132500234,,Splice Junction ,6
6,Exon in a ncRNA,132500389,154.0,132500235,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132500389,,132500389,,Splice Junction ,7
7,Intron in a ncRNA,132523157,22768.0,132500389,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132523158,,132523157,,Splice Junction ,8
8,Exon in a ncRNA,132523229,71.0,132523158,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132523229,,132523229,,Splice Junction ,9
9,Intron in a ncRNA,132570420,47191.0,132523229,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132570421,,132570420,,Splice Junction ,10
10,Exon in a ncRNA,132570505,84.0,132570421,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132570505,,132570505,,Splice Junction ,11
11,Intron in a ncRNA,132659927,89422.0,132570505,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132659928,,132659927,,Splice Junction ,12
12,Exon in a ncRNA,132660046,118.0,132659928,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132660046,,132660046,,Splice Junction ,13
13,Intron in a ncRNA,132707164,47118.0,132660046,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132707165,,132707164,,Splice Junction ,14
14,Exon in a ncRNA,132707255,90.0,132707165,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132707255,,132707255,,Splice Junction ,15
15,Intron in a ncRNA,132709304,2049.0,132707255,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132709305,,132709304,,Splice Junction ,16
16,Exon in a ncRNA,132709387,82.0,132709305,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132709387,,132709387,,Splice Junction ,17
17,Intron in a ncRNA,132754900,45513.0,132709387,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132754901,,132754900,,Splice Junction ,18
18,Exon in a ncRNA,132754989,88.0,132754901,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,132754989,,132754989,,Splice Junction ,19
19,Intron in a ncRNA,132766615,11626.0,132754989,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,132766616,,132766615,,Splice Junction ,20
20,Exon in a ncRNA,132766828,212.0,132766616,11.0,Exon,11
