,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,15709812,1067.0,15708745,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15709812,,15709812,,Splice Junction ,1
1,Intron in a ncRNA,15711615,1803.0,15709812,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15711616,,15711615,,Splice Junction ,2
2,Exon in a ncRNA,15712063,447.0,15711616,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15712063,,15712063,,Splice Junction ,3
3,Intron in a ncRNA,15717403,5340.0,15712063,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15717404,,15717403,,Splice Junction ,4
4,Exon in a ncRNA,15717496,92.0,15717404,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15717496,,15717496,,Splice Junction ,5
5,Intron in a ncRNA,15718479,983.0,15717496,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15718480,,15718479,,Splice Junction ,6
6,Exon in a ncRNA,15718563,83.0,15718480,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15718563,,15718563,,Splice Junction ,7
7,Intron in a ncRNA,15718985,422.0,15718563,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15718986,,15718985,,Splice Junction ,8
8,Exon in a ncRNA,15719069,83.0,15718986,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15719069,,15719069,,Splice Junction ,9
9,Intron in a ncRNA,15719714,645.0,15719069,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15719715,,15719714,,Splice Junction ,10
10,Exon in a ncRNA,15719861,146.0,15719715,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15719861,,15719861,,Splice Junction ,11
11,Intron in a ncRNA,15720806,945.0,15719861,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15720807,,15720806,,Splice Junction ,12
12,Exon in a ncRNA,15720891,84.0,15720807,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15720891,,15720891,,Splice Junction ,13
13,Intron in a ncRNA,15720981,90.0,15720891,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15720982,,15720981,,Splice Junction ,14
14,Exon in a ncRNA,15721070,88.0,15720982,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15721070,,15721070,,Splice Junction ,15
15,Intron in a ncRNA,15726731,5661.0,15721070,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15726732,,15726731,,Splice Junction ,16
16,Exon in a ncRNA,15726952,220.0,15726732,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15726952,,15726952,,Splice Junction ,17
17,Intron in a ncRNA,15727507,555.0,15726952,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15727508,,15727507,,Splice Junction ,18
18,Exon in a ncRNA,15727626,118.0,15727508,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15727626,,15727626,,Splice Junction ,19
19,Intron in a ncRNA,15727727,101.0,15727626,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15727728,,15727727,,Splice Junction ,20
20,Exon in a ncRNA,15727816,88.0,15727728,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15727816,,15727816,,Splice Junction ,21
21,Intron in a ncRNA,15731524,3708.0,15727816,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15731525,,15731524,,Splice Junction ,22
22,Exon in a ncRNA,15731727,202.0,15731525,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15731727,,15731727,,Splice Junction ,23
23,Intron in a ncRNA,15736244,4517.0,15731727,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15736245,,15736244,,Splice Junction ,24
24,Exon in a ncRNA,15736320,75.0,15736245,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15736320,,15736320,,Splice Junction ,25
25,Intron in a ncRNA,15736693,373.0,15736320,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15736694,,15736693,,Splice Junction ,26
26,Exon in a ncRNA,15736721,27.0,15736694,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15736721,,15736721,,Splice Junction ,27
27,Intron in a ncRNA,15737639,918.0,15736721,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15737640,,15737639,,Splice Junction ,28
28,Exon in a ncRNA,15737752,112.0,15737640,15.0,Exon,15
28,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15737752,,15737752,,Splice Junction ,29
29,Intron in a ncRNA,15749429,11677.0,15737752,15.0,Intron,15
29,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15749430,,15749429,,Splice Junction ,30
30,Exon in a ncRNA,15749571,141.0,15749430,16.0,Exon,16
30,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15749571,,15749571,,Splice Junction ,31
31,Intron in a ncRNA,15751173,1602.0,15749571,16.0,Intron,16
31,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15751174,,15751173,,Splice Junction ,32
32,Exon in a ncRNA,15751243,69.0,15751174,17.0,Exon,17
32,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15751243,,15751243,,Splice Junction ,33
33,Intron in a ncRNA,15752716,1473.0,15751243,17.0,Intron,17
33,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15752717,,15752716,,Splice Junction ,34
34,Exon in a ncRNA,15752781,64.0,15752717,18.0,Exon,18
34,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15752781,,15752781,,Splice Junction ,35
35,Intron in a ncRNA,15753645,864.0,15752781,18.0,Intron,18
35,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15753646,,15753645,,Splice Junction ,36
36,Exon in a ncRNA,15753729,83.0,15753646,19.0,Exon,19
36,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15753729,,15753729,,Splice Junction ,37
37,Intron in a ncRNA,15755032,1303.0,15753729,19.0,Intron,19
37,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15755033,,15755032,,Splice Junction ,38
38,Exon in a ncRNA,15755148,115.0,15755033,20.0,Exon,20
38,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15755148,,15755148,,Splice Junction ,39
39,Intron in a ncRNA,15756083,935.0,15755148,20.0,Intron,20
39,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15756084,,15756083,,Splice Junction ,40
40,Exon in a ncRNA,15756163,79.0,15756084,21.0,Exon,21
40,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15756163,,15756163,,Splice Junction ,41
41,Intron in a ncRNA,15762420,6257.0,15756163,21.0,Intron,21
41,Splice Junction Intron in a ncRNA to Exon in a ncRNA,15762421,,15762420,,Splice Junction ,42
42,Exon in a ncRNA,15762634,213.0,15762421,22.0,Exon,22
42,Splice Junction Exon in a ncRNA to Intron in a ncRNA,15762634,,15762634,,Splice Junction ,43
43,Intron in a ncRNA,15765887,3253.0,15762634,22.0,Intron,22
