,feature_classification,feature_end,feature_length,feature_start,feature_subtype_index,feature_type,feature_type_index
0,Exon in a ncRNA,83848881,1990.0,83846891,1.0,Exon,1
0,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83848881,,83848881,,Splice Junction ,1
1,Intron in a ncRNA,83849717,836.0,83848881,1.0,Intron,1
1,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83849718,,83849717,,Splice Junction ,2
2,Exon in a ncRNA,83849830,112.0,83849718,2.0,Exon,2
2,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83849830,,83849830,,Splice Junction ,3
3,Intron in a ncRNA,83849938,108.0,83849830,2.0,Intron,2
3,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83849939,,83849938,,Splice Junction ,4
4,Exon in a ncRNA,83850122,183.0,83849939,3.0,Exon,3
4,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83850122,,83850122,,Splice Junction ,5
5,Intron in a ncRNA,83851638,1516.0,83850122,3.0,Intron,3
5,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83851639,,83851638,,Splice Junction ,6
6,Exon in a ncRNA,83851765,126.0,83851639,4.0,Exon,4
6,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83851765,,83851765,,Splice Junction ,7
7,Intron in a ncRNA,83855241,3476.0,83851765,4.0,Intron,4
7,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83855242,,83855241,,Splice Junction ,8
8,Exon in a ncRNA,83855377,135.0,83855242,5.0,Exon,5
8,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83855377,,83855377,,Splice Junction ,9
9,Intron in a ncRNA,83856953,1576.0,83855377,5.0,Intron,5
9,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83856954,,83856953,,Splice Junction ,10
10,Exon in a ncRNA,83857010,56.0,83856954,6.0,Exon,6
10,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83857010,,83857010,,Splice Junction ,11
11,Intron in a ncRNA,83858476,1466.0,83857010,6.0,Intron,6
11,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83858477,,83858476,,Splice Junction ,12
12,Exon in a ncRNA,83858582,105.0,83858477,7.0,Exon,7
12,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83858582,,83858582,,Splice Junction ,13
13,Intron in a ncRNA,83861310,2728.0,83858582,7.0,Intron,7
13,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83861311,,83861310,,Splice Junction ,14
14,Exon in a ncRNA,83861378,67.0,83861311,8.0,Exon,8
14,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83861378,,83861378,,Splice Junction ,15
15,Intron in a ncRNA,83861600,222.0,83861378,8.0,Intron,8
15,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83861601,,83861600,,Splice Junction ,16
16,Exon in a ncRNA,83861746,145.0,83861601,9.0,Exon,9
16,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83861746,,83861746,,Splice Junction ,17
17,Intron in a ncRNA,83862005,259.0,83861746,9.0,Intron,9
17,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83862006,,83862005,,Splice Junction ,18
18,Exon in a ncRNA,83862086,80.0,83862006,10.0,Exon,10
18,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83862086,,83862086,,Splice Junction ,19
19,Intron in a ncRNA,83863228,1142.0,83862086,10.0,Intron,10
19,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83863229,,83863228,,Splice Junction ,20
20,Exon in a ncRNA,83863339,110.0,83863229,11.0,Exon,11
20,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83863339,,83863339,,Splice Junction ,21
21,Intron in a ncRNA,83863611,272.0,83863339,11.0,Intron,11
21,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83863612,,83863611,,Splice Junction ,22
22,Exon in a ncRNA,83863762,150.0,83863612,12.0,Exon,12
22,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83863762,,83863762,,Splice Junction ,23
23,Intron in a ncRNA,83863897,135.0,83863762,12.0,Intron,12
23,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83863898,,83863897,,Splice Junction ,24
24,Exon in a ncRNA,83863960,62.0,83863898,13.0,Exon,13
24,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83863960,,83863960,,Splice Junction ,25
25,Intron in a ncRNA,83865668,1708.0,83863960,13.0,Intron,13
25,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83865669,,83865668,,Splice Junction ,26
26,Exon in a ncRNA,83865822,153.0,83865669,14.0,Exon,14
26,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83865822,,83865822,,Splice Junction ,27
27,Intron in a ncRNA,83866899,1077.0,83865822,14.0,Intron,14
27,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83866900,,83866899,,Splice Junction ,28
28,Exon in a ncRNA,83867037,137.0,83866900,15.0,Exon,15
28,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83867037,,83867037,,Splice Junction ,29
29,Intron in a ncRNA,83868284,1247.0,83867037,15.0,Intron,15
29,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83868285,,83868284,,Splice Junction ,30
30,Exon in a ncRNA,83868341,56.0,83868285,16.0,Exon,16
30,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83868341,,83868341,,Splice Junction ,31
31,Intron in a ncRNA,83869513,1172.0,83868341,16.0,Intron,16
31,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83869514,,83869513,,Splice Junction ,32
32,Exon in a ncRNA,83869679,165.0,83869514,17.0,Exon,17
32,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83869679,,83869679,,Splice Junction ,33
33,Intron in a ncRNA,83872507,2828.0,83869679,17.0,Intron,17
33,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83872508,,83872507,,Splice Junction ,34
34,Exon in a ncRNA,83872638,130.0,83872508,18.0,Exon,18
34,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83872638,,83872638,,Splice Junction ,35
35,Intron in a ncRNA,83877579,4941.0,83872638,18.0,Intron,18
35,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83877580,,83877579,,Splice Junction ,36
36,Exon in a ncRNA,83878475,895.0,83877580,19.0,Exon,19
36,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83878475,,83878475,,Splice Junction ,37
37,Intron in a ncRNA,83879195,720.0,83878475,19.0,Intron,19
37,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83879196,,83879195,,Splice Junction ,38
38,Exon in a ncRNA,83879253,57.0,83879196,20.0,Exon,20
38,Splice Junction Exon in a ncRNA to Intron in a ncRNA,83879253,,83879253,,Splice Junction ,39
39,Intron in a ncRNA,83880006,753.0,83879253,20.0,Intron,20
39,Splice Junction Intron in a ncRNA to Exon in a ncRNA,83880007,,83880006,,Splice Junction ,40
40,Exon in a ncRNA,83881065,1058.0,83880007,21.0,Exon,21
